,#lat,long,speed,altitude,time
23.50034789,87.30589883,3.259999990463257,27.0,09/23/2019 18:14:13,
23.50037613,87.30590823,3.0699999332427983,28.0,09/23/2019 18:14:14,
23.50040088,87.30591415,2.3399999141693115,28.0,09/23/2019 18:14:15,
23.50042633,87.30591871,2.8199999332427983,29.0,09/23/2019 18:14:16,
23.50045986,87.30592464,3.5499999523162837,28.0,09/23/2019 18:14:17,
23.50049853,87.30592721,3.900000095367432,28.0,09/23/2019 18:14:18,
23.50054056,87.30592817,4.420000076293945,28.0,09/23/2019 18:14:19,
23.500587699999997,87.30593124,5.019999980926514,28.0,09/23/2019 18:14:20,
23.50065695,87.30596189,5.699999809265138,29.0,09/23/2019 18:14:21,
23.50070085,87.30598316,5.21999979019165,29.0,09/23/2019 18:14:22,
23.50074524,87.30600709,5.679999828338622,30.0,09/23/2019 18:14:23,
23.5008022,87.30602822,6.269999980926514,29.0,09/23/2019 18:14:24,
23.50084954,87.3060563,6.039999961853027,29.0,09/23/2019 18:14:25,
23.50089846,87.30608103,5.300000190734863,29.0,09/23/2019 18:14:26,
23.50094519,87.30611645,5.619999885559082,30.0,09/23/2019 18:14:27,
23.50099271,87.30613914,5.710000038146973,30.0,09/23/2019 18:14:28,
23.50106477,87.30617732,6.809999942779541,31.0,09/23/2019 18:14:29,
23.50114595,87.30621603,7.510000228881836,30.0,09/23/2019 18:14:30,
23.50121368,87.30625500000001,7.550000190734862,31.0,09/23/2019 18:14:31,
23.50125904,87.30627268,7.130000114440918,30.0,09/23/2019 18:14:32,
23.50133897,87.30632195,7.300000190734862,32.0,09/23/2019 18:14:33,
23.50138838,87.30634342,7.21999979019165,32.0,09/23/2019 18:14:34,
23.50144445,87.30637212,7.0,33.0,09/23/2019 18:14:35,
23.50148718,87.30639833,6.5900001525878915,35.0,09/23/2019 18:14:36,
23.50153275,87.30642693,6.539999961853027,34.0,09/23/2019 18:14:37,
23.50158854,87.30647387,6.789999961853027,34.0,09/23/2019 18:14:38,
23.50164432,87.30651199,6.940000057220459,35.0,09/23/2019 18:14:39,
23.50170497,87.30655445,7.519999980926514,34.0,09/23/2019 18:14:40,
23.50176211,87.30661861,7.510000228881836,34.0,09/23/2019 18:14:41,
23.50182578,87.30665971,7.360000133514403,33.0,09/23/2019 18:14:42,
23.50187512,87.30670066,7.4099998474121085,33.0,09/23/2019 18:14:43,
23.50193417,87.30672663,7.289999961853027,32.0,09/23/2019 18:14:44,
23.50200455,87.3067631,7.440000057220459,33.0,09/23/2019 18:14:45,
23.50206368,87.30680775,7.8499999046325675,32.0,09/23/2019 18:14:46,
23.50212026,87.30683578,7.679999828338622,32.0,09/23/2019 18:14:47,
23.50217876,87.30686084,7.53000020980835,32.0,09/23/2019 18:14:48,
23.50223702,87.30689593,7.300000190734862,32.0,09/23/2019 18:14:49,
23.50230596,87.3069261,7.4099998474121085,32.0,09/23/2019 18:14:50,
23.50235662,87.30695615,7.0,34.0,09/23/2019 18:14:51,
23.50242085,87.30698495,6.860000133514403,34.0,09/23/2019 18:14:52,
23.50247998,87.3070032,6.539999961853027,34.0,09/23/2019 18:14:53,
23.50252266,87.30701605,5.610000133514403,34.0,09/23/2019 18:14:54,
23.50257356,87.30702113,5.9000000953674325,35.0,09/23/2019 18:14:55,
23.50262478,87.30703174,5.760000228881836,36.0,09/23/2019 18:14:56,
23.50267808,87.30704772,5.769999980926514,37.0,09/23/2019 18:14:57,
23.50272392,87.30706322,5.690000057220459,39.0,09/23/2019 18:14:58,
23.50276732,87.30710007,5.739999771118164,40.0,09/23/2019 18:14:59,
23.50281638,87.30715490000001,6.480000019073486,40.0,09/23/2019 18:15:00,
23.50286689,87.30719553,6.539999961853027,41.0,09/23/2019 18:15:01,
23.50291529,87.30724594,6.760000228881836,41.0,09/23/2019 18:15:02,
23.50296199,87.30727654,6.1500000953674325,41.0,09/23/2019 18:15:03,
23.50301659,87.30732831,5.980000019073486,41.0,09/23/2019 18:15:04,
23.50305501,87.307354,5.230000019073486,40.0,09/23/2019 18:15:05,
23.50307484,87.30737690000001,3.8199999332427983,39.0,09/23/2019 18:15:06,
23.50308655,87.30738654,2.7699999809265137,38.0,09/23/2019 18:15:07,
23.50310819,87.30739762,1.919999957084656,39.0,09/23/2019 18:15:08,Bus Stop_4+
23.50311082,87.30740166,0.3400000035762787,39.0,09/23/2019 18:15:09,Bus Stop_4+
23.50310526,87.30738989,0.0,40.0,09/23/2019 18:15:10,Bus Stop_4+
23.50310477,87.30738752,0.0,40.0,09/23/2019 18:15:11,Bus Stop_4+
23.50309981,87.30738091,0.0,40.0,09/23/2019 18:15:12,Bus Stop_4+
23.50309572,87.30737748,0.0,40.0,09/23/2019 18:15:13,Bus Stop_4+
23.50309451,87.30737623,0.0,40.0,09/23/2019 18:15:14,Bus Stop_4+
23.50309953,87.30737444,0.4399999976158142,41.0,09/23/2019 18:15:15,
23.50309657,87.30736968,0.2800000011920929,41.0,09/23/2019 18:15:16,
23.5030982,87.307376,0.0,41.0,09/23/2019 18:15:17,
23.50310311,87.30736708,0.0,42.0,09/23/2019 18:15:18,
23.50310633,87.30735992,0.0,42.0,09/23/2019 18:15:19,
23.50310342,87.30736027,0.0,43.0,09/23/2019 18:15:20,
23.50310086,87.30735979,0.0,42.0,09/23/2019 18:15:21,
23.50310166,87.30736157,0.0,42.0,09/23/2019 18:15:23,
23.50309836,87.30736286,0.0,42.0,09/23/2019 18:15:23,
23.50310225,87.30736417,0.0,42.0,09/23/2019 18:15:24,
23.50310466,87.30736062,0.0,43.0,09/23/2019 18:15:25,
23.50314235,87.30738285,2.359999895095825,43.0,09/23/2019 18:15:26,
23.50318494,87.30741963,3.4200000762939453,43.0,09/23/2019 18:15:27,
23.50323935,87.30745844,3.849999904632568,43.0,09/23/2019 18:15:28,
23.50327941,87.30748431,4.019999980926514,43.0,09/23/2019 18:15:29,
23.50331614,87.30750663,4.309999942779541,43.0,09/23/2019 18:15:30,
23.50335403,87.30752621,4.599999904632568,43.0,09/23/2019 18:15:31,
23.50339523,87.30754958,5.150000095367432,43.0,09/23/2019 18:15:32,
23.50344383,87.30759771,5.239999771118164,41.0,09/23/2019 18:15:33,
23.50350329,87.3076417,6.309999942779541,38.0,09/23/2019 18:15:34,
23.50355619,87.30768135,6.039999961853027,37.0,09/23/2019 18:15:35,
23.50361137,87.30772957,6.610000133514403,36.0,09/23/2019 18:15:36,
23.50367481,87.30777661,7.1599998474121085,35.0,09/23/2019 18:15:37,
23.50373058,87.30781129,6.610000133514403,34.0,09/23/2019 18:15:38,
23.50377721,87.3078468,7.0999999046325675,34.0,09/23/2019 18:15:39,
23.50383662,87.30788827,7.28000020980835,35.0,09/23/2019 18:15:41,
23.50389112,87.30792519,7.010000228881836,34.0,09/23/2019 18:15:41,
23.50394556,87.307955,6.5900001525878915,33.0,09/23/2019 18:15:42,
23.50399966,87.30798848,7.110000133514403,34.0,09/23/2019 18:15:43,
23.50406095,87.30803063,7.619999885559082,34.0,09/23/2019 18:15:44,
23.50413242,87.30807398,7.869999885559082,35.0,09/23/2019 18:15:45,
23.50419464,87.30812384,7.619999885559082,35.0,09/23/2019 18:15:46,
23.50425332,87.30815423,7.110000133514403,35.0,09/23/2019 18:15:47,
23.50429184,87.30817065,6.380000114440918,35.0,09/23/2019 18:15:48,
23.50434919,87.30819379,6.519999980926514,35.0,09/23/2019 18:15:49,
23.50439274,87.30823074,6.420000076293945,35.0,09/23/2019 18:15:50,
23.50444455,87.30827935,6.710000038146973,34.0,09/23/2019 18:15:51,
23.50450374,87.30831853,7.119999885559082,36.0,09/23/2019 18:15:52,
23.5045773,87.30834627,7.170000076293945,36.0,09/23/2019 18:15:53,
23.50463946,87.30838423,7.4099998474121085,37.0,09/23/2019 18:15:54,
23.50471411,87.30843435,8.199999809265138,36.0,09/23/2019 18:15:55,
23.50479215,87.30848467,8.590000152587889,36.0,09/23/2019 18:15:56,
23.50486668,87.30853173,8.569999694824219,36.0,09/23/2019 18:15:57,
23.50492572,87.30856885,8.319999694824219,35.0,09/23/2019 18:15:58,
23.50500476,87.30861775,9.039999961853027,36.0,09/23/2019 18:15:59,
23.50507324,87.30864458,8.970000267028809,37.0,09/23/2019 18:16:00,
23.50514314,87.30867075,9.0600004196167,38.0,09/23/2019 18:16:01,
23.50523121,87.30872671,9.739999771118164,37.0,09/23/2019 18:16:02,
23.50530963,87.3087794,9.649999618530273,36.0,09/23/2019 18:16:03,
23.50539261,87.30883585,10.329999923706056,35.0,09/23/2019 18:16:04,
23.50548406,87.30888511,10.489999771118164,35.0,09/23/2019 18:16:05,
23.50558899,87.30894201,10.720000267028807,35.0,09/23/2019 18:16:06,
23.50567397,87.3089915,10.470000267028807,35.0,09/23/2019 18:16:07,
23.50576623,87.30903888,10.579999923706056,35.0,09/23/2019 18:16:08,
23.50585129,87.30908767,9.640000343322754,35.0,09/23/2019 18:16:09,
23.50593816,87.30913566,9.739999771118164,35.0,09/23/2019 18:16:10,
23.50601157,87.30916706,9.619999885559082,35.0,09/23/2019 18:16:11,
23.50609459,87.30921133,9.6899995803833,34.0,09/23/2019 18:16:12,
23.50616656,87.3092805,9.869999885559082,33.0,09/23/2019 18:16:13,
23.50625693,87.30935003,10.119999885559082,33.0,09/23/2019 18:16:14,
23.50632559,87.30938816,9.739999771118164,33.0,09/23/2019 18:16:15,
23.5064085,87.30943165,9.43000030517578,32.0,09/23/2019 18:16:16,
23.50648236,87.30948434,9.65999984741211,32.0,09/23/2019 18:16:17,
23.5065563,87.30953295,9.779999732971193,31.0,09/23/2019 18:16:18,
23.50822903,87.31036092,6.5900001525878915,15.0,09/23/2019 18:16:46,
23.50826884,87.31039872,6.860000133514403,26.0,09/23/2019 18:16:46,
23.50828933,87.31041502,6.510000228881836,29.0,09/23/2019 18:16:47,
23.50834614,87.31045168,6.639999866485597,31.0,09/23/2019 18:16:48,
23.50840518,87.31047558,6.699999809265138,33.0,09/23/2019 18:16:49,
23.50844655,87.3104747,6.269999980926514,34.0,09/23/2019 18:16:50,
23.50850179,87.31050615,6.480000019073486,35.0,09/23/2019 18:16:51,
23.50854028,87.31049355,5.860000133514403,36.0,09/23/2019 18:16:52,
23.50852908,87.31052333,4.519999980926514,33.0,09/23/2019 18:16:53,
23.50860937,87.31055667,5.6500000953674325,34.0,09/23/2019 18:16:54,
23.50871649,87.31054514,7.230000019073486,37.0,09/23/2019 18:16:55,
23.50875514,87.31056832,7.570000171661378,35.0,09/23/2019 18:16:56,
23.508814800000003,87.31059762,7.670000076293945,36.0,09/23/2019 18:16:57,
23.50888531,87.31060767,7.489999771118164,34.0,09/23/2019 18:16:58,
23.5089538,87.31061269,7.5,33.0,09/23/2019 18:16:59,
23.5090328,87.31062351,8.060000419616701,34.0,09/23/2019 18:17:00,
23.50910917,87.31061292,8.130000114440918,35.0,09/23/2019 18:17:01,
23.50919779,87.31062378,8.470000267028809,34.0,09/23/2019 18:17:02,
23.50928234,87.31062504,8.659999847412111,35.0,09/23/2019 18:17:03,
23.50933765,87.31062366,7.920000076293945,37.0,09/23/2019 18:17:05,
23.5094215,87.31063185,8.529999732971191,39.0,09/23/2019 18:17:05,
23.50950735,87.31063292,8.579999923706055,41.0,09/23/2019 18:17:06,
23.50957623,87.31061518,8.220000267028809,40.0,09/23/2019 18:17:07,
23.50964975,87.31061825,8.220000267028809,41.0,09/23/2019 18:17:08,
23.50971655,87.31061043,8.359999656677246,43.0,09/23/2019 18:17:09,
23.50979282,87.31061297,8.390000343322754,46.0,09/23/2019 18:17:10,
23.50988177,87.31061906,8.569999694824219,46.0,09/23/2019 18:17:11,
23.50994978,87.31063921,8.300000190734862,44.0,09/23/2019 18:17:12,
23.51001751,87.31062969,8.039999961853027,45.0,09/23/2019 18:17:13,
23.51009193,87.31062998,7.960000038146973,44.0,09/23/2019 18:17:14,
23.51016714,87.31063285,7.760000228881836,45.0,09/23/2019 18:17:15,
23.51023802,87.31063324,7.449999809265138,43.0,09/23/2019 18:17:16,
23.51030934,87.31062509,7.25,43.0,09/23/2019 18:17:17,
23.51038688,87.31062072,7.380000114440918,43.0,09/23/2019 18:17:18,
23.51047034,87.31061740000001,8.079999923706055,43.0,09/23/2019 18:17:19,
23.5105576,87.31059888,8.220000267028809,43.0,09/23/2019 18:17:20,
23.51060658,87.31060468,6.960000038146973,44.0,09/23/2019 18:17:21,
23.51066559,87.31059271,7.010000228881836,43.0,09/23/2019 18:17:22,
23.51073304,87.31058217,7.070000171661378,42.0,09/23/2019 18:17:23,
23.51079359,87.31056121,6.78000020980835,42.0,09/23/2019 18:17:24,
23.51083734,87.31057161,5.880000114440918,43.0,09/23/2019 18:17:25,
23.51089349,87.31057077,5.9099998474121085,43.0,09/23/2019 18:17:26,
23.51096589,87.31057064,6.389999866485597,43.0,09/23/2019 18:17:27,
23.5110103,87.31057139,5.420000076293945,43.0,09/23/2019 18:17:28,
23.51108311,87.31057363,6.039999961853027,43.0,09/23/2019 18:17:29,
23.51113619,87.31057981,5.760000228881836,42.0,09/23/2019 18:17:30,
23.51119466,87.31059432,6.269999980926514,42.0,09/23/2019 18:17:31,
23.51125135,87.31060176,6.710000038146973,41.0,09/23/2019 18:17:32,
23.51131556,87.31059989,6.769999980926514,41.0,09/23/2019 18:17:33,
23.5114006,87.31060651,7.230000019073486,42.0,09/23/2019 18:17:34,
23.51147228,87.31061844,6.760000228881836,40.0,09/23/2019 18:17:35,
23.51155261,87.31062055,7.1500000953674325,41.0,09/23/2019 18:17:36,
23.5116146,87.31060093,7.119999885559082,42.0,09/23/2019 18:17:37,
23.51168673,87.31060613,7.239999771118164,42.0,09/23/2019 18:17:38,
23.51175643,87.31060190000001,7.619999885559082,42.0,09/23/2019 18:17:39,
23.51185414,87.31061081,8.189999580383299,41.0,09/23/2019 18:17:40,
23.51192679,87.3106214,8.170000076293945,39.0,09/23/2019 18:17:41,
23.51200673,87.31062371,8.5,39.0,09/23/2019 18:17:42,
23.51209027,87.31062568,8.25,37.0,09/23/2019 18:17:43,
23.51218299,87.31063861,8.710000038146973,35.0,09/23/2019 18:17:44,
23.51225821,87.31063424,8.470000267028809,34.0,09/23/2019 18:17:45,
23.51949275,87.31104471,2.789999961853028,37.0,09/23/2019 18:19:18,Bus Stop_5+
23.51932324,87.31114438,2.7699999809265137,40.0,09/23/2019 18:19:19,Bus Stop_5+
23.51932784,87.31122136,3.7799999713897705,41.0,09/23/2019 18:19:20,Bus Stop_5+
23.51930753,87.31118361,0.0,41.0,09/23/2019 18:19:21,Bus Stop_5+
23.51929748,87.3111772,0.0,42.0,09/23/2019 18:19:22,Bus Stop_5+
23.51928621,87.31117511,0.0,42.0,09/23/2019 18:19:23,Bus Stop_5+
23.51928747,87.31116975,0.0,42.0,09/23/2019 18:19:24,Bus Stop_5+
23.51928858,87.31115997,0.0,42.0,09/23/2019 18:19:25,Bus Stop_5+
23.51928663,87.31116546,0.0,42.0,09/23/2019 18:19:26,
23.51928683,87.31116296,0.0,44.0,09/23/2019 18:19:27,
23.51927902,87.31116431,0.0,44.0,09/23/2019 18:19:29,
23.51928016,87.31116705,0.0,44.0,09/23/2019 18:19:29,
23.5192836,87.31116207,0.0,43.0,09/23/2019 18:19:30,
23.51939139,87.31116131,4.199999809265137,41.0,09/23/2019 18:19:31,
23.51942896,87.31116442,4.829999923706055,44.0,09/23/2019 18:19:32,
23.51948553,87.3111645,5.079999923706055,44.0,09/23/2019 18:19:33,
23.51954754,87.31116756,6.190000057220459,46.0,09/23/2019 18:19:34,
23.519603200000002,87.31118468,6.179999828338622,47.0,09/23/2019 18:19:35,
23.51966183,87.31120193,6.539999961853027,46.0,09/23/2019 18:19:36,
23.51973707,87.31122396,7.03000020980835,49.0,09/23/2019 18:19:37,
23.51981184,87.31123597,7.289999961853027,51.0,09/23/2019 18:19:38,
23.51988053,87.31124899,7.760000228881836,51.0,09/23/2019 18:19:39,
23.51996056,87.31126673,7.869999885559082,53.0,09/23/2019 18:19:40,
23.52003894,87.31127917,7.510000228881836,53.0,09/23/2019 18:19:41,
23.52011645,87.31128972,7.829999923706055,52.0,09/23/2019 18:19:42,
23.52020312,87.31128289,8.560000419616701,53.0,09/23/2019 18:19:43,
23.52029298,87.31129123,9.0600004196167,53.0,09/23/2019 18:19:44,
23.52036587,87.31130799,8.699999809265138,52.0,09/23/2019 18:19:45,
23.52044258,87.31132269,8.739999771118164,53.0,09/23/2019 18:19:46,
23.52052506,87.31133878,8.800000190734863,53.0,09/23/2019 18:19:47,
23.52059746,87.31135703,7.929999828338622,52.0,09/23/2019 18:19:48,
23.52067051,87.31136351,8.329999923706055,52.0,09/23/2019 18:19:49,
23.52072578,87.31137938,7.690000057220459,51.0,09/23/2019 18:19:50,
23.52076981,87.31139482,6.449999809265138,50.0,09/23/2019 18:19:51,
23.52084062,87.31140635,6.8400001525878915,52.0,09/23/2019 18:19:52,
23.52089714,87.31141347,6.829999923706055,53.0,09/23/2019 18:19:53,
23.52095872,87.3114313,7.079999923706055,53.0,09/23/2019 18:19:54,
23.52103902,87.31143737,8.640000343322754,53.0,09/23/2019 18:19:55,
23.52112164,87.3114608,8.359999656677246,51.0,09/23/2019 18:19:56,
23.52118841,87.31146559,8.239999771118164,52.0,09/23/2019 18:19:57,
23.52126829,87.31148283,8.75,52.0,09/23/2019 18:19:58,
23.52135553,87.31148546,8.829999923706055,50.0,09/23/2019 18:19:59,
23.52144289,87.31152841,9.329999923706056,50.0,09/23/2019 18:20:00,
23.52153288,87.31153101,9.550000190734863,51.0,09/23/2019 18:20:01,
23.52162654,87.31153491,9.739999771118164,49.0,09/23/2019 18:20:02,
23.521706,87.31154085,9.890000343322754,49.0,09/23/2019 18:20:03,
23.52180143,87.31154831,10.300000190734863,50.0,09/23/2019 18:20:04,
23.52191342,87.31155564,10.800000190734863,49.0,09/23/2019 18:20:05,
23.52200707,87.31157106,10.670000076293944,49.0,09/23/2019 18:20:06,
23.52209607,87.31158079,10.199999809265137,49.0,09/23/2019 18:20:07,
23.52219696,87.31158439,10.260000228881836,49.0,09/23/2019 18:20:08,
23.52228996,87.31159662,11.010000228881836,50.0,09/23/2019 18:20:09,
23.5223875,87.3116108,11.029999732971193,49.0,09/23/2019 18:20:10,
23.52248598,87.31163116,11.229999542236328,50.0,09/23/2019 18:20:11,
23.52258439,87.31164009999999,11.0600004196167,50.0,09/23/2019 18:20:12,
23.52268269,87.31165175,11.020000457763672,50.0,09/23/2019 18:20:13,
23.52278275,87.31165505,11.300000190734865,50.0,09/23/2019 18:20:14,
23.52289604,87.31165062,11.84000015258789,50.0,09/23/2019 18:20:15,
23.52299813,87.3116316,11.890000343322756,50.0,09/23/2019 18:20:16,
23.52310176,87.31160865,12.130000114440918,51.0,09/23/2019 18:20:17,
23.52322105,87.31159617,11.84000015258789,52.0,09/23/2019 18:20:18,
23.52332945,87.31158224,11.93000030517578,51.0,09/23/2019 18:20:19,
23.52344126,87.31156153,12.079999923706055,51.0,09/23/2019 18:20:20,
23.52355617,87.31153759,12.399999618530273,51.0,09/23/2019 18:20:21,
23.52367231,87.31151252,12.369999885559082,51.0,09/23/2019 18:20:22,
23.52377091,87.31148536,12.239999771118164,51.0,09/23/2019 18:20:23,
23.52387316,87.31147277,12.0,51.0,09/23/2019 18:20:24,
23.52400502,87.31144452,13.90999984741211,49.0,09/23/2019 18:20:25,
23.52411238,87.31142463,12.770000457763672,50.0,09/23/2019 18:20:26,
23.524228,87.31140961,12.6899995803833,48.0,09/23/2019 18:20:27,
23.52434907,87.31139081,12.829999923706055,48.0,09/23/2019 18:20:28,
23.52605312,87.31114747,6.489999771118164,53.0,09/23/2019 18:20:46,Busy Road_2+
23.52615518,87.31115553,7.070000171661378,53.0,09/23/2019 18:20:47,Busy Road_2+
23.52615594,87.31114148,5.6500000953674325,49.0,09/23/2019 18:20:48,Busy Road_2+
23.52622929,87.31113451,3.1800000667572017,53.0,09/23/2019 18:20:49,Busy Road_2+
23.52626268,87.31113444,3.0499999523162837,53.0,09/23/2019 18:20:50,Busy Road_2+
23.52628174,87.31113213,2.509999990463257,55.0,09/23/2019 18:20:51,Busy Road_2+
23.5262802,87.31112266,1.4500000476837158,55.0,09/23/2019 18:20:52,Busy Road_2+
23.52627949,87.31111908,0.9800000190734864,55.0,09/23/2019 18:20:53,Busy Road_2+
23.52628552,87.31110507,0.8999999761581421,54.0,09/23/2019 18:20:54,Busy Road_2+
23.52628774,87.31109865,0.75,54.0,09/23/2019 18:20:55,Busy Road_2+
23.5263296,87.31111292,2.1199998855590816,54.0,09/23/2019 18:20:56,Busy Road_2+
23.52635292,87.31109416,2.2300000190734863,55.0,09/23/2019 18:20:57,Busy Road_2+
23.52637358,87.31109097,1.5900000333786009,55.0,09/23/2019 18:20:58,Busy Road_2+
23.52639147,87.31109347,1.7699999809265137,52.0,09/23/2019 18:20:59,Busy Road_2+
23.52641253,87.31109786,2.240000009536743,53.0,09/23/2019 18:21:00,Busy Road_2+
23.52643327,87.31109931,2.220000028610229,50.0,09/23/2019 18:21:01,Busy Road_2+
23.52646114,87.31109811,3.75,50.0,09/23/2019 18:21:02,Busy Road_2+
23.52649351,87.31109520000001,3.7000000476837163,51.0,09/23/2019 18:21:03,Busy Road_2+
23.52653218,87.31109068,4.6599998474121085,51.0,09/23/2019 18:21:04,Busy Road_2+
23.526575199999996,87.31108513,4.71999979019165,51.0,09/23/2019 18:21:05,Busy Road_2+
23.52662019,87.31108031,4.71999979019165,50.0,09/23/2019 18:21:06,Busy Road_2+
23.52666636,87.31107627,4.9099998474121085,51.0,09/23/2019 18:21:07,Busy Road_2+
23.52671463,87.31107014,5.349999904632568,52.0,09/23/2019 18:21:08,Busy Road_2+
23.52676445,87.31105601,5.420000076293945,52.0,09/23/2019 18:21:09,Busy Road_2+
23.52680289,87.31103499,5.460000038146973,50.0,09/23/2019 18:21:10,Busy Road_2+
23.52683653,87.31099549,6.039999961853027,51.0,09/23/2019 18:21:11,Busy Road_2+
23.52687277,87.31094331,6.0999999046325675,50.0,09/23/2019 18:21:12,Busy Road_2+
23.52690479,87.31088011,6.559999942779541,50.0,09/23/2019 18:21:13,Busy Road_2+
23.52693782,87.31082289,6.96999979019165,50.0,09/23/2019 18:21:14,Busy Road_2+
23.52696681,87.31076259,7.4000000953674325,50.0,09/23/2019 18:21:15,Busy Road_2+
23.52699882,87.31069781,7.449999809265138,50.0,09/23/2019 18:21:16,Busy Road_2+
23.52703516,87.31063458,7.489999771118164,50.0,09/23/2019 18:21:17,Busy Road_2+
23.52707385,87.31055053,8.689999580383299,49.0,09/23/2019 18:21:18,Busy Road_2+
23.52710656,87.31047068,9.109999656677246,49.0,09/23/2019 18:21:19,Busy Road_2+
23.52714604,87.31039971,9.010000228881836,48.0,09/23/2019 18:21:20,Busy Road_2+
23.52718924,87.31031742,9.119999885559082,48.0,09/23/2019 18:21:21,Busy Road_2+
23.52723117,87.31023625,9.529999732971193,47.0,09/23/2019 18:21:22,Busy Road_2+
23.52727415,87.31014938,9.81999969482422,46.0,09/23/2019 18:21:23,Busy Road_2+
23.52731943,87.31005799,10.619999885559082,45.0,09/23/2019 18:21:25,Busy Road_2+
23.52736614,87.30996056,10.989999771118164,46.0,09/23/2019 18:21:25,Busy Road_2+
23.52741377,87.30984998,11.489999771118164,46.0,09/23/2019 18:21:26,Busy Road_2+
23.52746389,87.30974008,11.470000267028807,45.0,09/23/2019 18:21:27,Busy Road_2+
23.52751192,87.30963715,11.869999885559082,45.0,09/23/2019 18:21:28,Busy Road_2+
23.52756666,87.30953489,11.869999885559082,45.0,09/23/2019 18:21:29,Busy Road_2+
23.5276238,87.30943458,11.960000038146973,45.0,09/23/2019 18:21:30,Busy Road_2+
23.52767744,87.30932962,11.90999984741211,46.0,09/23/2019 18:21:31,Busy Road_2+
23.52773423,87.30923367,11.729999542236328,46.0,09/23/2019 18:21:32,Busy Road_2+
23.52778744,87.30913895,11.609999656677244,46.0,09/23/2019 18:21:33,Busy Road_2+
23.52783662,87.30904853,11.489999771118164,46.0,09/23/2019 18:21:34,Busy Road_2+
23.52788478,87.30895279,11.25,48.0,09/23/2019 18:21:35,Busy Road_2+
23.5279319,87.30885945,10.550000190734863,49.0,09/23/2019 18:21:36,Busy Road_2+
23.52797521,87.30877323,10.289999961853027,50.0,09/23/2019 18:21:37,Busy Road_2+
23.52801511,87.30868836,9.369999885559082,51.0,09/23/2019 18:21:38,Busy Road_2+
23.52806001,87.30861277,9.229999542236328,51.0,09/23/2019 18:21:39,Busy Road_2+
23.52810517,87.30854721,8.550000190734862,51.0,09/23/2019 18:21:40,Busy Road_2+
23.52811732,87.30853798,5.349999904632568,51.0,09/23/2019 18:21:41,Busy Road_2+
23.52812462,87.30853589,2.6800000667572017,51.0,09/23/2019 18:21:42,Busy Road_2+
23.52813723,87.30852021,2.1800000667572017,50.0,09/23/2019 18:21:43,Busy Road_2+
23.52815702,87.30848438,2.5299999713897705,50.0,09/23/2019 18:21:44,Busy Road_2+
23.5281713,87.30845736,3.0999999046325684,50.0,09/23/2019 18:21:45,
23.52820364,87.30841563,3.7200000286102295,50.0,09/23/2019 18:21:46,
23.52822593,87.30838609,3.849999904632568,51.0,09/23/2019 18:21:47,
23.52826699,87.30836294,4.730000019073486,51.0,09/23/2019 18:21:49,
23.52832024,87.30834177,5.099999904632568,50.0,09/23/2019 18:21:49,
23.52836977,87.30834259,5.269999980926514,49.0,09/23/2019 18:21:50,
23.52840515,87.30835175,4.429999828338623,49.0,09/23/2019 18:21:51,
23.52846001,87.30839962,5.889999866485597,48.0,09/23/2019 18:21:52,
23.5284997,87.30843076,5.920000076293945,49.0,09/23/2019 18:21:53,
23.52854463,87.30848414,6.1500000953674325,48.0,09/23/2019 18:21:54,
23.52858349,87.30854565,6.0900001525878915,47.0,09/23/2019 18:21:55,
23.52858839,87.30857991,4.849999904632568,46.0,09/23/2019 18:21:56,
23.52859064,87.30862671,5.110000133514403,47.0,09/23/2019 18:21:57,
23.52856603,87.30866222,4.880000114440918,47.0,09/23/2019 18:21:58,
23.52855357,87.30871390000001,4.8400001525878915,45.0,09/23/2019 18:21:59,
23.52852509,87.30875303,4.460000038146973,46.0,09/23/2019 18:22:00,
23.52851404,87.30878188,3.2300000190734863,47.0,09/23/2019 18:22:01,
23.52850608,87.30880834,2.7300000190734863,47.0,09/23/2019 18:22:02,
23.52849285,87.30883905,3.059999942779541,48.0,09/23/2019 18:22:03,
23.52847711,87.30887683,3.809999942779541,48.0,09/23/2019 18:22:04,
23.52846949,87.3089002,0.8100000023841858,48.0,09/23/2019 18:22:05,
23.52845788,87.30892948,4.849999904632568,47.0,09/23/2019 18:22:06,
23.52843486,87.30897883,5.690000057220459,46.0,09/23/2019 18:22:07,
23.52840322,87.30905387,6.309999942779541,44.0,09/23/2019 18:22:08,
23.52837061,87.30913276,6.429999828338622,44.0,09/23/2019 18:22:09,
23.52833482,87.3091809,6.710000038146973,43.0,09/23/2019 18:22:10,
23.52830287,87.30925377,7.760000228881836,43.0,09/23/2019 18:22:11,
23.52826319,87.30931536,8.119999885559082,43.0,09/23/2019 18:22:12,
23.52822588,87.30939162,8.640000343322754,43.0,09/23/2019 18:22:13,
23.528188399999998,87.30947859999999,9.31999969482422,42.0,09/23/2019 18:22:14,
23.52814956,87.30955686,9.56999969482422,41.0,09/23/2019 18:22:15,
23.52810232,87.30964008,9.850000381469727,41.0,09/23/2019 18:22:16,
23.52805603,87.30971549,9.90999984741211,41.0,09/23/2019 18:22:17,
23.52801206,87.30981939,10.710000038146973,40.0,09/23/2019 18:22:18,
23.52795943,87.30991815,10.960000038146973,41.0,09/23/2019 18:22:19,
23.52789811,87.31001639,11.100000381469727,41.0,09/23/2019 18:22:20,
