09/23/2019,18:05:20,49.242783644662836
09/23/2019,18:05:21,48.10120418668089
09/23/2019,18:05:22,48.41571119753995
09/23/2019,18:05:23,71.898471476494
09/23/2019,18:05:24,53.136387454202776
09/23/2019,18:05:25,52.370999081726296
09/23/2019,18:05:26,52.68719961124522
09/23/2019,18:05:27,53.14777576867792
09/23/2019,18:05:28,56.27532626332904
09/23/2019,18:05:29,58.5238195522065
09/23/2019,18:05:30,53.8359093358325
09/23/2019,18:05:31,52.99149959483425
09/23/2019,18:05:32,55.52970041587244
09/23/2019,18:05:33,55.29482437568518
09/23/2019,18:05:34,63.08632938892964
09/23/2019,18:05:35,52.49667101866001
09/23/2019,18:05:36,54.13721971800936
09/23/2019,18:05:37,54.57204344852292
09/23/2019,18:05:38,57.71127038187467
09/23/2019,18:05:39,56.56070463198735
09/23/2019,18:05:40,57.12198426401172
09/23/2019,18:05:41,55.52352223767993
09/23/2019,18:05:42,53.33394763241306
09/23/2019,18:05:43,53.55824210700521
09/23/2019,18:05:44,52.92269719597547
09/23/2019,18:05:45,54.2946803993583
09/23/2019,18:05:46,56.43001971016774
09/23/2019,18:05:47,54.72464535528589
09/23/2019,18:05:48,54.37389429498387
09/23/2019,18:05:49,51.3792130774748
09/23/2019,18:05:50,63.586824194190044
09/23/2019,18:05:51,57.339188632349085
09/23/2019,18:05:52,53.3806123891558
09/23/2019,18:05:53,57.436392752654925
09/23/2019,18:05:54,52.778739021172484
09/23/2019,18:05:55,52.60022592098741
09/23/2019,18:05:56,54.364011113569376
09/23/2019,18:05:57,52.561216427652596
09/23/2019,18:05:58,52.64018132172521
09/23/2019,18:05:59,50.66000322657874
09/23/2019,18:06:00,52.7091116065136
09/23/2019,18:06:01,50.86024163084305
09/23/2019,18:06:02,61.07595407548382
09/23/2019,18:06:03,56.25838720391534
09/23/2019,18:06:04,53.10180126600196
09/23/2019,18:06:05,54.61304633243307
09/23/2019,18:06:06,57.10501430779143
09/23/2019,18:06:07,55.08967401449553
09/23/2019,18:06:08,55.32104159904526
09/23/2019,18:06:09,57.21108652336996
09/23/2019,18:06:10,55.31492313680445
09/23/2019,18:06:11,61.24541207468727
09/23/2019,18:06:12,55.77816063530038
09/23/2019,18:06:13,53.710350975542354
09/23/2019,18:06:14,56.57297647446748
09/23/2019,18:06:15,55.40904439265029
09/23/2019,18:06:16,54.40575719150043
09/23/2019,18:06:17,51.92288165869063
