,0,1,2,3
2938,f0:3e:90:48:ef:98,Test_WiFi,-82,09/23/2019 18:31:04
2939,e4:be:ed:18:11:ab,Kaiko re?,-88,09/23/2019 18:31:04
2940,1c:b9:c4:54:c9:c8,Test_WiFi,-84,09/23/2019 18:31:04
2941,30:87:d9:64:7a:d8,Test_WiFi,-84,09/23/2019 18:31:04
2942,fe:aa:b6:8c:06:1f,Moto E (4) Plus 4936,-89,09/23/2019 18:31:04
2943,30:87:d9:64:7b:78,Test_WiFi,-87,09/23/2019 18:31:04
2944,30:87:d9:64:7a:98,Test_WiFi,-83,09/23/2019 18:31:04
2945,30:87:d9:64:a8:d8,Test_WiFi,-88,09/23/2019 18:31:04
2946,30:87:d9:64:7e:48,Test_WiFi,-88,09/23/2019 18:31:04
2947,30:87:d9:64:29:68,Test_WiFi,-88,09/23/2019 18:31:04
2948,30:87:d9:24:4b:38,Fortune Pushpanjali,-77,09/23/2019 18:31:04
2949,30:87:d9:24:7b:98,Fortune Pushpanjali,-87,09/23/2019 18:31:04
2950,f0:3e:90:08:ef:98,Fortune Pushpanjali,-81,09/23/2019 18:31:04
2951,f0:3e:90:08:ec:78,Fortune Pushpanjali,-77,09/23/2019 18:31:04
2952,30:87:d9:24:7a:98,Fortune Pushpanjali,-84,09/23/2019 18:31:04
2953,1c:b9:c4:14:c9:c8,Fortune Pushpanjali,-86,09/23/2019 18:31:04
2954,30:87:d9:24:a8:d8,Fortune Pushpanjali,-90,09/23/2019 18:31:04
2955,00:a0:0a:51:5f:f0,JioNet,-85,09/23/2019 18:31:04
2956,30:87:d9:24:29:68,Fortune Pushpanjali,-89,09/23/2019 18:31:04
2957,30:87:d9:24:7e:48,Fortune Pushpanjali,-91,09/23/2019 18:31:04
2958,30:87:d9:24:4a:58,Fortune Pushpanjali,-92,09/23/2019 18:31:04
2959,30:87:d9:64:7c:f8,Test_WiFi,-76,09/23/2019 18:31:04
2960,00:a0:0a:51:5f:f1,JioPrivateNet,-85,09/23/2019 18:31:04
2961,f0:3e:90:49:0d:48,Test_WiFi,-81,09/23/2019 18:31:04
2962,f0:3e:90:49:18:78,Test_WiFi,-85,09/23/2019 18:31:04
2963,30:87:d9:24:7c:f8,Fortune Pushpanjali,-76,09/23/2019 18:31:04
2964,f0:3e:90:09:18:78,Fortune Pushpanjali,-86,09/23/2019 18:31:04
2965,f0:3e:90:09:0d:48,Fortune Pushpanjali,-87,09/23/2019 18:31:04
2966,30:87:d9:24:7b:78,Fortune Pushpanjali,-89,09/23/2019 18:31:04
2967,80:1f:02:c6:50:40,debug,-69,09/23/2019 18:31:04
2968,a0:63:91:08:8d:26,ST-LAB,-74,09/23/2019 18:31:04
2969,18:f0:e4:82:ef:23,Redmi Note 4,-75,09/23/2019 18:31:04
2970,d8:32:e3:24:6a:e8,Preetam (MI5),-78,09/23/2019 18:31:04
2971,54:b8:0a:08:0a:b6,INSPIRON,-84,09/23/2019 18:31:04
2972,00:a0:0a:36:68:91,JioPrivateNet,-85,09/23/2019 18:31:04
2973,30:87:d9:64:4c:e8,Test_WiFi,-81,09/23/2019 18:31:04
2974,00:0e:8e:6c:26:00,Etlife_Durgapur,-87,09/23/2019 18:31:04
2975,80:1f:02:c6:50:43,,-67,09/23/2019 18:31:04
2976,80:1f:02:c6:50:41,,-71,09/23/2019 18:31:04
2977,80:1f:02:c6:50:42,,-68,09/23/2019 18:31:04
2978,9c:ad:97:9a:ab:b6,HP-Print-B6-LaserJet Pro MFP,-78,09/23/2019 18:31:04
2979,00:a0:0a:36:68:90,JioNet,-85,09/23/2019 18:31:04
2980,68:72:51:2c:55:24,ParkPrime,-82,09/23/2019 18:31:04
2981,30:87:d9:24:4c:e8,Fortune Pushpanjali,-87,09/23/2019 18:31:04
2982,10:62:eb:5a:4c:d5,DRLAL,-71,09/23/2019 18:31:04
2983,8e:c5:e1:f9:ac:85,Panasonic ELUGA A3 Pro,-88,09/23/2019 18:31:04
2984,e4:be:ed:47:c1:99,((Citi Residenci WiFonic)),-74,09/23/2019 18:31:04
2985,4a:d9:e7:dd:08:02,Delta Suites,-84,09/23/2019 18:31:04
2986,4a:d9:e7:c7:0e:d8,Delta Suites,-88,09/23/2019 18:31:04
2987,a0:47:d7:24:20:f0,Central Library,-76,09/23/2019 18:31:05
2988,40:9b:cd:0e:84:80,CCLD_RDNG,-88,09/23/2019 18:31:05
2989,00:1e:a6:39:bb:98,Ranjan,-89,09/23/2019 18:31:05
2990,c8:3a:35:3a:3a:98,MEPL_DGR,-48,09/23/2019 18:31:05
2991,30:87:d9:64:4b:38,Test_WiFi,-77,09/23/2019 18:31:05
2992,f0:3e:90:48:f5:98,Test_WiFi,-81,09/23/2019 18:31:05
2993,f0:3e:90:48:ec:78,Test_WiFi,-78,09/23/2019 18:31:05
2994,30:87:d9:64:a9:d8,Test_WiFi,-75,09/23/2019 18:31:05
2995,f0:3e:90:08:f5:98,Fortune Pushpanjali,-81,09/23/2019 18:31:05
2996,30:87:d9:24:a9:d8,Fortune Pushpanjali,-75,09/23/2019 18:31:05
2997,30:87:d9:64:7b:98,Test_WiFi,-84,09/23/2019 18:31:05
2998,30:87:d9:64:28:43,island-242840,-83,09/23/2019 18:31:05
2999,f0:3e:90:48:ef:98,Test_WiFi,-82,09/23/2019 18:31:05
3000,e4:be:ed:18:11:ab,Kaiko re?,-88,09/23/2019 18:31:05
3001,1c:b9:c4:54:c9:c8,Test_WiFi,-84,09/23/2019 18:31:05
3002,30:87:d9:64:7a:d8,Test_WiFi,-84,09/23/2019 18:31:05
3003,fe:aa:b6:8c:06:1f,Moto E (4) Plus 4936,-89,09/23/2019 18:31:05
3004,30:87:d9:64:7b:78,Test_WiFi,-87,09/23/2019 18:31:05
3005,30:87:d9:64:7a:98,Test_WiFi,-83,09/23/2019 18:31:05
3006,30:87:d9:64:a8:d8,Test_WiFi,-88,09/23/2019 18:31:05
3007,30:87:d9:64:7e:48,Test_WiFi,-88,09/23/2019 18:31:05
3008,30:87:d9:64:29:68,Test_WiFi,-88,09/23/2019 18:31:05
3009,30:87:d9:24:4b:38,Fortune Pushpanjali,-77,09/23/2019 18:31:05
3010,30:87:d9:24:7b:98,Fortune Pushpanjali,-87,09/23/2019 18:31:05
3011,f0:3e:90:08:ef:98,Fortune Pushpanjali,-81,09/23/2019 18:31:05
3012,f0:3e:90:08:ec:78,Fortune Pushpanjali,-77,09/23/2019 18:31:05
3013,30:87:d9:24:7a:98,Fortune Pushpanjali,-84,09/23/2019 18:31:05
3014,1c:b9:c4:14:c9:c8,Fortune Pushpanjali,-86,09/23/2019 18:31:05
3015,30:87:d9:24:a8:d8,Fortune Pushpanjali,-90,09/23/2019 18:31:05
3016,00:a0:0a:51:5f:f0,JioNet,-77,09/23/2019 18:31:05
3017,30:87:d9:24:29:68,Fortune Pushpanjali,-89,09/23/2019 18:31:05
3018,30:87:d9:24:7e:48,Fortune Pushpanjali,-91,09/23/2019 18:31:05
3019,30:87:d9:24:4a:58,Fortune Pushpanjali,-92,09/23/2019 18:31:05
3020,30:87:d9:64:7c:f8,Test_WiFi,-76,09/23/2019 18:31:05
3021,00:a0:0a:51:5f:f1,JioPrivateNet,-85,09/23/2019 18:31:05
3022,f0:3e:90:49:0d:48,Test_WiFi,-81,09/23/2019 18:31:05
3023,f0:3e:90:49:18:78,Test_WiFi,-85,09/23/2019 18:31:05
3024,30:87:d9:24:7c:f8,Fortune Pushpanjali,-76,09/23/2019 18:31:05
3025,f0:3e:90:09:18:78,Fortune Pushpanjali,-86,09/23/2019 18:31:05
3026,f0:3e:90:09:0d:48,Fortune Pushpanjali,-87,09/23/2019 18:31:05
3027,30:87:d9:24:7b:78,Fortune Pushpanjali,-89,09/23/2019 18:31:05
3028,80:1f:02:c6:50:40,debug,-62,09/23/2019 18:31:05
3029,a0:63:91:08:8d:26,ST-LAB,-66,09/23/2019 18:31:05
3030,18:f0:e4:82:ef:23,Redmi Note 4,-65,09/23/2019 18:31:05
3031,d8:32:e3:24:6a:e8,Preetam (MI5),-78,09/23/2019 18:31:05
3032,54:b8:0a:08:0a:b6,INSPIRON,-84,09/23/2019 18:31:05
3033,00:a0:0a:36:68:91,JioPrivateNet,-83,09/23/2019 18:31:05
3034,30:87:d9:64:4c:e8,Test_WiFi,-81,09/23/2019 18:31:05
3035,00:0e:8e:6c:26:00,Etlife_Durgapur,-87,09/23/2019 18:31:05
3036,80:1f:02:c6:50:43,,-67,09/23/2019 18:31:05
3037,80:1f:02:c6:50:41,,-71,09/23/2019 18:31:05
3038,80:1f:02:c6:50:42,,-68,09/23/2019 18:31:05
3039,9c:ad:97:9a:ab:b6,HP-Print-B6-LaserJet Pro MFP,-78,09/23/2019 18:31:05
3040,00:a0:0a:36:68:90,JioNet,-83,09/23/2019 18:31:05
3041,68:72:51:2c:55:24,ParkPrime,-82,09/23/2019 18:31:05
3042,30:87:d9:24:4c:e8,Fortune Pushpanjali,-87,09/23/2019 18:31:05
3043,10:62:eb:5a:4c:d5,DRLAL,-71,09/23/2019 18:31:05
3044,8e:c5:e1:f9:ac:85,Panasonic ELUGA A3 Pro,-88,09/23/2019 18:31:05
3045,e4:be:ed:47:c1:99,((Citi Residenci WiFonic)),-74,09/23/2019 18:31:05
3046,4a:d9:e7:dd:08:02,Delta Suites,-77,09/23/2019 18:31:05
3047,4a:d9:e7:c7:0e:d8,Delta Suites,-88,09/23/2019 18:31:05
3048,00:a0:0a:49:f5:71,JioPrivateNet,-89,09/23/2019 18:31:05
3049,24:a4:3c:ec:49:21,((Citi Residenci WiFonic)),-57,09/23/2019 18:31:05
3050,4a:d9:e7:db:f8:d2,Delta Suites,-81,09/23/2019 18:31:05
3051,00:a0:0a:36:68:80,JioNet,-78,09/23/2019 18:31:05
3052,00:17:7c:70:1c:68,ParkPrime,-79,09/23/2019 18:31:05
3053,00:17:7c:70:1c:48,ParkPrime,-80,09/23/2019 18:31:05
3054,a0:47:d7:24:20:f0,Central Library,-76,09/23/2019 18:31:11
3055,40:9b:cd:0e:84:80,CCLD_RDNG,-90,09/23/2019 18:31:11
3056,00:1e:a6:39:bb:98,Ranjan,-90,09/23/2019 18:31:11
3057,c8:3a:35:3a:3a:98,MEPL_DGR,-56,09/23/2019 18:31:11
3058,30:87:d9:64:4b:38,Test_WiFi,-89,09/23/2019 18:31:11
3059,f0:3e:90:48:f5:98,Test_WiFi,-81,09/23/2019 18:31:11
3060,f0:3e:90:48:ec:78,Test_WiFi,-78,09/23/2019 18:31:11
3061,30:87:d9:64:a9:d8,Test_WiFi,-75,09/23/2019 18:31:11
3062,f0:3e:90:08:f5:98,Fortune Pushpanjali,-81,09/23/2019 18:31:11
3063,30:87:d9:24:a9:d8,Fortune Pushpanjali,-75,09/23/2019 18:31:11
3064,30:87:d9:64:7b:98,Test_WiFi,-84,09/23/2019 18:31:11
3065,30:87:d9:64:28:43,island-242840,-83,09/23/2019 18:31:11
3066,f0:3e:90:48:ef:98,Test_WiFi,-82,09/23/2019 18:31:11
3067,e4:be:ed:18:11:ab,Kaiko re?,-88,09/23/2019 18:31:11
3068,1c:b9:c4:54:c9:c8,Test_WiFi,-84,09/23/2019 18:31:11
3069,30:87:d9:64:7a:d8,Test_WiFi,-84,09/23/2019 18:31:11
3070,fe:aa:b6:8c:06:1f,Moto E (4) Plus 4936,-60,09/23/2019 18:31:11
3071,30:87:d9:64:7b:78,Test_WiFi,-87,09/23/2019 18:31:11
3072,30:87:d9:64:7a:98,Test_WiFi,-83,09/23/2019 18:31:11
3073,30:87:d9:64:a8:d8,Test_WiFi,-88,09/23/2019 18:31:11
3074,30:87:d9:64:7e:48,Test_WiFi,-88,09/23/2019 18:31:11
3075,30:87:d9:64:29:68,Test_WiFi,-88,09/23/2019 18:31:11
3076,30:87:d9:24:4b:38,Fortune Pushpanjali,-88,09/23/2019 18:31:11
3077,30:87:d9:24:7b:98,Fortune Pushpanjali,-87,09/23/2019 18:31:11
3078,f0:3e:90:08:ef:98,Fortune Pushpanjali,-81,09/23/2019 18:31:11
3079,f0:3e:90:08:ec:78,Fortune Pushpanjali,-77,09/23/2019 18:31:11
3080,30:87:d9:24:7a:98,Fortune Pushpanjali,-84,09/23/2019 18:31:11
3081,1c:b9:c4:14:c9:c8,Fortune Pushpanjali,-86,09/23/2019 18:31:11
3082,30:87:d9:24:a8:d8,Fortune Pushpanjali,-90,09/23/2019 18:31:11
3083,00:a0:0a:51:5f:f0,JioNet,-77,09/23/2019 18:31:11
3084,30:87:d9:24:29:68,Fortune Pushpanjali,-89,09/23/2019 18:31:11
3085,30:87:d9:24:7e:48,Fortune Pushpanjali,-91,09/23/2019 18:31:11
3086,30:87:d9:24:4a:58,Fortune Pushpanjali,-92,09/23/2019 18:31:11
3087,30:87:d9:64:7c:f8,Test_WiFi,-76,09/23/2019 18:31:11
3088,00:a0:0a:51:5f:f1,JioPrivateNet,-80,09/23/2019 18:31:11
3089,f0:3e:90:49:0d:48,Test_WiFi,-81,09/23/2019 18:31:11
3090,f0:3e:90:49:18:78,Test_WiFi,-85,09/23/2019 18:31:11
3091,30:87:d9:24:7c:f8,Fortune Pushpanjali,-89,09/23/2019 18:31:11
3092,f0:3e:90:09:18:78,Fortune Pushpanjali,-86,09/23/2019 18:31:11
3093,f0:3e:90:09:0d:48,Fortune Pushpanjali,-87,09/23/2019 18:31:11
3094,30:87:d9:24:7b:78,Fortune Pushpanjali,-89,09/23/2019 18:31:11
3095,80:1f:02:c6:50:40,debug,-63,09/23/2019 18:31:11
3096,a0:63:91:08:8d:26,ST-LAB,-70,09/23/2019 18:31:11
3097,18:f0:e4:82:ef:23,Redmi Note 4,-77,09/23/2019 18:31:11
3098,d8:32:e3:24:6a:e8,Preetam (MI5),-78,09/23/2019 18:31:11
3099,54:b8:0a:08:0a:b6,INSPIRON,-84,09/23/2019 18:31:11
3100,00:a0:0a:36:68:91,JioPrivateNet,-89,09/23/2019 18:31:11
3101,30:87:d9:64:4c:e8,Test_WiFi,-81,09/23/2019 18:31:11
3102,00:0e:8e:6c:26:00,Etlife_Durgapur,-87,09/23/2019 18:31:11
3103,80:1f:02:c6:50:43,,-64,09/23/2019 18:31:11
3104,80:1f:02:c6:50:41,,-63,09/23/2019 18:31:11
3105,80:1f:02:c6:50:42,,-64,09/23/2019 18:31:11
3106,9c:ad:97:9a:ab:b6,HP-Print-B6-LaserJet Pro MFP,-78,09/23/2019 18:31:11
3107,00:a0:0a:36:68:90,JioNet,-89,09/23/2019 18:31:11
3108,68:72:51:2c:55:24,ParkPrime,-82,09/23/2019 18:31:11
3109,30:87:d9:24:4c:e8,Fortune Pushpanjali,-87,09/23/2019 18:31:11
3110,10:62:eb:5a:4c:d5,DRLAL,-63,09/23/2019 18:31:11
3111,8e:c5:e1:f9:ac:85,Panasonic ELUGA A3 Pro,-88,09/23/2019 18:31:11
3112,e4:be:ed:47:c1:99,((Citi Residenci WiFonic)),-74,09/23/2019 18:31:11
3113,4a:d9:e7:dd:08:02,Delta Suites,-80,09/23/2019 18:31:11
3114,4a:d9:e7:c7:0e:d8,Delta Suites,-88,09/23/2019 18:31:11
3115,00:a0:0a:49:f5:71,JioPrivateNet,-72,09/23/2019 18:31:11
3116,24:a4:3c:ec:49:21,((Citi Residenci WiFonic)),-78,09/23/2019 18:31:11
3117,4a:d9:e7:db:f8:d2,Delta Suites,-84,09/23/2019 18:31:11
3118,00:a0:0a:36:68:80,JioNet,-78,09/23/2019 18:31:11
3119,00:17:7c:70:1c:68,ParkPrime,-79,09/23/2019 18:31:11
3120,00:17:7c:70:1c:48,ParkPrime,-80,09/23/2019 18:31:11
3121,ac:d1:b8:7d:79:ea,HP-Print-ea-LaserJet Pro M202dw,-74,09/23/2019 18:31:11
3122,1a:60:24:cc:93:66,DIRECT-66-HP DesignJet T830 MFP,-74,09/23/2019 18:31:11
3123,00:a0:0a:49:f5:81,JioPrivateNet,-79,09/23/2019 18:31:11
3124,00:a0:0a:51:60:01,JioPrivateNet,-89,09/23/2019 18:31:11
3125,00:a0:0a:49:f5:80,JioNet,-78,09/23/2019 18:31:11
3126,00:a0:0a:49:f5:70,JioNet,-71,09/23/2019 18:31:11
3127,00:a0:0a:51:60:00,JioNet,-88,09/23/2019 18:31:11
3128,00:a0:0a:4c:46:11,JioPrivateNet,-80,09/23/2019 18:31:11
3129,00:a0:0a:4d:f0:f0,JioNet,-89,09/23/2019 18:31:11
3130,a0:47:d7:24:20:f0,Central Library,-76,09/23/2019 18:31:12
3131,40:9b:cd:0e:84:80,CCLD_RDNG,-90,09/23/2019 18:31:12
3132,00:1e:a6:39:bb:98,Ranjan,-90,09/23/2019 18:31:12
3133,c8:3a:35:3a:3a:98,MEPL_DGR,-77,09/23/2019 18:31:12
3134,30:87:d9:64:4b:38,Test_WiFi,-89,09/23/2019 18:31:12
3135,f0:3e:90:48:f5:98,Test_WiFi,-81,09/23/2019 18:31:12
3136,f0:3e:90:48:ec:78,Test_WiFi,-78,09/23/2019 18:31:12
3137,30:87:d9:64:a9:d8,Test_WiFi,-75,09/23/2019 18:31:12
3138,f0:3e:90:08:f5:98,Fortune Pushpanjali,-81,09/23/2019 18:31:12
3139,30:87:d9:24:a9:d8,Fortune Pushpanjali,-75,09/23/2019 18:31:12
3140,30:87:d9:64:7b:98,Test_WiFi,-84,09/23/2019 18:31:12
3141,30:87:d9:64:28:43,island-242840,-83,09/23/2019 18:31:12
3142,f0:3e:90:48:ef:98,Test_WiFi,-82,09/23/2019 18:31:12
3143,e4:be:ed:18:11:ab,Kaiko re?,-88,09/23/2019 18:31:12
3144,1c:b9:c4:54:c9:c8,Test_WiFi,-84,09/23/2019 18:31:12
3145,30:87:d9:64:7a:d8,Test_WiFi,-84,09/23/2019 18:31:12
3146,fe:aa:b6:8c:06:1f,Moto E (4) Plus 4936,-80,09/23/2019 18:31:12
3147,30:87:d9:64:7b:78,Test_WiFi,-87,09/23/2019 18:31:12
3148,30:87:d9:64:7a:98,Test_WiFi,-83,09/23/2019 18:31:12
3149,30:87:d9:64:a8:d8,Test_WiFi,-88,09/23/2019 18:31:12
3150,30:87:d9:64:7e:48,Test_WiFi,-88,09/23/2019 18:31:12
3151,30:87:d9:64:29:68,Test_WiFi,-88,09/23/2019 18:31:12
3152,30:87:d9:24:4b:38,Fortune Pushpanjali,-88,09/23/2019 18:31:12
3153,30:87:d9:24:7b:98,Fortune Pushpanjali,-87,09/23/2019 18:31:12
3154,f0:3e:90:08:ef:98,Fortune Pushpanjali,-81,09/23/2019 18:31:12
3155,f0:3e:90:08:ec:78,Fortune Pushpanjali,-77,09/23/2019 18:31:12
3156,30:87:d9:24:7a:98,Fortune Pushpanjali,-84,09/23/2019 18:31:12
3157,1c:b9:c4:14:c9:c8,Fortune Pushpanjali,-86,09/23/2019 18:31:12
3158,30:87:d9:24:a8:d8,Fortune Pushpanjali,-90,09/23/2019 18:31:12
3159,00:a0:0a:51:5f:f0,JioNet,-77,09/23/2019 18:31:12
3160,30:87:d9:24:29:68,Fortune Pushpanjali,-89,09/23/2019 18:31:12
3161,30:87:d9:24:7e:48,Fortune Pushpanjali,-91,09/23/2019 18:31:12
3162,30:87:d9:24:4a:58,Fortune Pushpanjali,-92,09/23/2019 18:31:12
3163,30:87:d9:64:7c:f8,Test_WiFi,-76,09/23/2019 18:31:12
3164,00:a0:0a:51:5f:f1,JioPrivateNet,-80,09/23/2019 18:31:12
3165,f0:3e:90:49:0d:48,Test_WiFi,-81,09/23/2019 18:31:12
3166,f0:3e:90:49:18:78,Test_WiFi,-85,09/23/2019 18:31:12
3167,30:87:d9:24:7c:f8,Fortune Pushpanjali,-89,09/23/2019 18:31:12
3168,f0:3e:90:09:18:78,Fortune Pushpanjali,-86,09/23/2019 18:31:12
3169,f0:3e:90:09:0d:48,Fortune Pushpanjali,-87,09/23/2019 18:31:12
3170,30:87:d9:24:7b:78,Fortune Pushpanjali,-89,09/23/2019 18:31:12
3171,80:1f:02:c6:50:40,debug,-63,09/23/2019 18:31:12
3172,a0:63:91:08:8d:26,ST-LAB,-70,09/23/2019 18:31:12
3173,18:f0:e4:82:ef:23,Redmi Note 4,-77,09/23/2019 18:31:12
3174,d8:32:e3:24:6a:e8,Preetam (MI5),-78,09/23/2019 18:31:12
3175,54:b8:0a:08:0a:b6,INSPIRON,-84,09/23/2019 18:31:12
3176,00:a0:0a:36:68:91,JioPrivateNet,-89,09/23/2019 18:31:12
3177,30:87:d9:64:4c:e8,Test_WiFi,-81,09/23/2019 18:31:12
3178,00:0e:8e:6c:26:00,Etlife_Durgapur,-87,09/23/2019 18:31:12
3179,80:1f:02:c6:50:43,,-64,09/23/2019 18:31:12
3180,80:1f:02:c6:50:41,,-63,09/23/2019 18:31:12
3181,80:1f:02:c6:50:42,,-64,09/23/2019 18:31:12
3182,9c:ad:97:9a:ab:b6,HP-Print-B6-LaserJet Pro MFP,-78,09/23/2019 18:31:12
3183,00:a0:0a:36:68:90,JioNet,-89,09/23/2019 18:31:12
3184,68:72:51:2c:55:24,ParkPrime,-82,09/23/2019 18:31:12
3185,30:87:d9:24:4c:e8,Fortune Pushpanjali,-87,09/23/2019 18:31:12
3186,10:62:eb:5a:4c:d5,DRLAL,-63,09/23/2019 18:31:12
3187,8e:c5:e1:f9:ac:85,Panasonic ELUGA A3 Pro,-88,09/23/2019 18:31:12
3188,e4:be:ed:47:c1:99,((Citi Residenci WiFonic)),-74,09/23/2019 18:31:12
3189,4a:d9:e7:dd:08:02,Delta Suites,-80,09/23/2019 18:31:12
3190,4a:d9:e7:c7:0e:d8,Delta Suites,-88,09/23/2019 18:31:12
3191,00:a0:0a:49:f5:71,JioPrivateNet,-68,09/23/2019 18:31:12
3192,24:a4:3c:ec:49:21,((Citi Residenci WiFonic)),-82,09/23/2019 18:31:12
3193,4a:d9:e7:db:f8:d2,Delta Suites,-84,09/23/2019 18:31:12
3194,00:a0:0a:36:68:80,JioNet,-78,09/23/2019 18:31:12
3195,00:17:7c:70:1c:68,ParkPrime,-79,09/23/2019 18:31:12
3196,00:17:7c:70:1c:48,ParkPrime,-80,09/23/2019 18:31:12
3197,ac:d1:b8:7d:79:ea,HP-Print-ea-LaserJet Pro M202dw,-74,09/23/2019 18:31:12
3198,1a:60:24:cc:93:66,DIRECT-66-HP DesignJet T830 MFP,-74,09/23/2019 18:31:12
3199,00:a0:0a:49:f5:81,JioPrivateNet,-79,09/23/2019 18:31:12
3200,00:a0:0a:51:60:01,JioPrivateNet,-89,09/23/2019 18:31:12
3201,00:a0:0a:49:f5:80,JioNet,-78,09/23/2019 18:31:12
3202,00:a0:0a:49:f5:70,JioNet,-67,09/23/2019 18:31:12
3203,00:a0:0a:51:60:00,JioNet,-88,09/23/2019 18:31:12
3204,00:a0:0a:4c:46:11,JioPrivateNet,-80,09/23/2019 18:31:12
3205,00:a0:0a:4d:f0:f0,JioNet,-90,09/23/2019 18:31:12
3206,00:a0:0a:4d:f0:f1,JioPrivateNet,-93,09/23/2019 18:31:12
3207,40:9b:cd:0e:84:80,CCLD_RDNG,-90,09/23/2019 18:31:14
3208,00:1e:a6:39:bb:98,Ranjan,-90,09/23/2019 18:31:14
3209,c8:3a:35:3a:3a:98,MEPL_DGR,-77,09/23/2019 18:31:14
3210,30:87:d9:64:4b:38,Test_WiFi,-89,09/23/2019 18:31:14
3211,f0:3e:90:48:f5:98,Test_WiFi,-81,09/23/2019 18:31:14
3212,f0:3e:90:48:ec:78,Test_WiFi,-78,09/23/2019 18:31:14
3213,30:87:d9:64:a9:d8,Test_WiFi,-75,09/23/2019 18:31:14
3214,f0:3e:90:08:f5:98,Fortune Pushpanjali,-81,09/23/2019 18:31:14
3215,30:87:d9:24:a9:d8,Fortune Pushpanjali,-75,09/23/2019 18:31:14
3216,30:87:d9:64:7b:98,Test_WiFi,-84,09/23/2019 18:31:14
3217,30:87:d9:64:28:43,island-242840,-83,09/23/2019 18:31:14
3218,f0:3e:90:48:ef:98,Test_WiFi,-82,09/23/2019 18:31:14
3219,fe:aa:b6:8c:06:1f,Moto E (4) Plus 4936,-83,09/23/2019 18:31:14
3220,30:87:d9:64:7b:78,Test_WiFi,-87,09/23/2019 18:31:14
3221,30:87:d9:64:7a:98,Test_WiFi,-83,09/23/2019 18:31:14
3222,30:87:d9:64:29:68,Test_WiFi,-88,09/23/2019 18:31:14
3223,30:87:d9:24:4b:38,Fortune Pushpanjali,-88,09/23/2019 18:31:14
3224,30:87:d9:24:7b:98,Fortune Pushpanjali,-87,09/23/2019 18:31:14
3225,f0:3e:90:08:ef:98,Fortune Pushpanjali,-81,09/23/2019 18:31:14
3226,f0:3e:90:08:ec:78,Fortune Pushpanjali,-77,09/23/2019 18:31:14
3227,30:87:d9:24:7a:98,Fortune Pushpanjali,-84,09/23/2019 18:31:14
3228,30:87:d9:24:a8:d8,Fortune Pushpanjali,-90,09/23/2019 18:31:14
3229,00:a0:0a:51:5f:f0,JioNet,-77,09/23/2019 18:31:14
3230,30:87:d9:24:29:68,Fortune Pushpanjali,-89,09/23/2019 18:31:14
3231,30:87:d9:64:7c:f8,Test_WiFi,-76,09/23/2019 18:31:14
3232,00:a0:0a:51:5f:f1,JioPrivateNet,-87,09/23/2019 18:31:14
3233,f0:3e:90:49:0d:48,Test_WiFi,-81,09/23/2019 18:31:14
3234,f0:3e:90:49:18:78,Test_WiFi,-85,09/23/2019 18:31:14
3235,30:87:d9:24:7c:f8,Fortune Pushpanjali,-89,09/23/2019 18:31:14
3236,f0:3e:90:09:18:78,Fortune Pushpanjali,-86,09/23/2019 18:31:14
3237,f0:3e:90:09:0d:48,Fortune Pushpanjali,-87,09/23/2019 18:31:14
3238,30:87:d9:24:7b:78,Fortune Pushpanjali,-89,09/23/2019 18:31:14
3239,80:1f:02:c6:50:40,debug,-63,09/23/2019 18:31:14
3240,a0:63:91:08:8d:26,ST-LAB,-70,09/23/2019 18:31:14
3241,18:f0:e4:82:ef:23,Redmi Note 4,-77,09/23/2019 18:31:14
3242,d8:32:e3:24:6a:e8,Preetam (MI5),-78,09/23/2019 18:31:14
3243,54:b8:0a:08:0a:b6,INSPIRON,-84,09/23/2019 18:31:14
3244,00:a0:0a:36:68:91,JioPrivateNet,-89,09/23/2019 18:31:14
3245,30:87:d9:64:4c:e8,Test_WiFi,-81,09/23/2019 18:31:14
3246,00:0e:8e:6c:26:00,Etlife_Durgapur,-87,09/23/2019 18:31:14
3247,80:1f:02:c6:50:43,,-91,09/23/2019 18:31:14
3248,80:1f:02:c6:50:41,,-63,09/23/2019 18:31:14
3249,80:1f:02:c6:50:42,,-93,09/23/2019 18:31:14
3250,9c:ad:97:9a:ab:b6,HP-Print-B6-LaserJet Pro MFP,-78,09/23/2019 18:31:14
3251,00:a0:0a:36:68:90,JioNet,-89,09/23/2019 18:31:14
3252,68:72:51:2c:55:24,ParkPrime,-82,09/23/2019 18:31:14
3253,30:87:d9:24:4c:e8,Fortune Pushpanjali,-87,09/23/2019 18:31:14
3254,10:62:eb:5a:4c:d5,DRLAL,-63,09/23/2019 18:31:14
3255,8e:c5:e1:f9:ac:85,Panasonic ELUGA A3 Pro,-88,09/23/2019 18:31:14
3256,e4:be:ed:47:c1:99,((Citi Residenci WiFonic)),-74,09/23/2019 18:31:14
3257,4a:d9:e7:dd:08:02,Delta Suites,-80,09/23/2019 18:31:14
3258,4a:d9:e7:c7:0e:d8,Delta Suites,-88,09/23/2019 18:31:14
3259,00:a0:0a:49:f5:71,JioPrivateNet,-81,09/23/2019 18:31:14
3260,24:a4:3c:ec:49:21,((Citi Residenci WiFonic)),-82,09/23/2019 18:31:14
3261,4a:d9:e7:db:f8:d2,Delta Suites,-84,09/23/2019 18:31:14
3262,00:a0:0a:36:68:80,JioNet,-78,09/23/2019 18:31:14
