,0,1,2,3
1296,d8:0d:17:2e:76:9e,BARAKAR,-91,09/23/2019 18:24:11
1297,10:62:eb:21:98:ab,ADDA,-93,09/23/2019 18:24:11
1298,08:25:25:4d:7e:db,Redmi Note 5 Pro,-84,09/23/2019 18:24:16
1299,0c:80:63:fc:4e:48,DAMODAR,-92,09/23/2019 18:24:16
1300,d8:0d:17:2e:76:9e,BARAKAR,-91,09/23/2019 18:24:16
1301,10:62:eb:21:98:ab,ADDA,-93,09/23/2019 18:24:16
1302,08:25:25:4d:7e:db,Redmi Note 5 Pro,-88,09/23/2019 18:24:17
1303,0c:80:63:fc:4e:48,DAMODAR,-92,09/23/2019 18:24:17
1304,d8:0d:17:2e:76:9e,BARAKAR,-87,09/23/2019 18:24:17
1305,10:62:eb:21:98:ab,ADDA,-92,09/23/2019 18:24:17
1306,08:25:25:4d:7e:db,Redmi Note 5 Pro,-91,09/23/2019 18:24:18
1307,0c:80:63:fc:4e:48,DAMODAR,-92,09/23/2019 18:24:18
1308,d8:0d:17:2e:76:9e,BARAKAR,-91,09/23/2019 18:24:18
1309,10:62:eb:21:98:ab,ADDA,-92,09/23/2019 18:24:18
1310,08:25:25:4d:7e:db,Redmi Note 5 Pro,-91,09/23/2019 18:24:19
1311,0c:80:63:fc:4e:48,DAMODAR,-92,09/23/2019 18:24:19
1312,d8:0d:17:2e:76:9e,BARAKAR,-91,09/23/2019 18:24:19
1313,10:62:eb:21:98:ab,ADDA,-92,09/23/2019 18:24:19
1314,08:25:25:4d:7e:db,Redmi Note 5 Pro,-94,09/23/2019 18:24:21
1315,0c:80:63:fc:4e:48,DAMODAR,-92,09/23/2019 18:24:21
1316,d8:0d:17:2e:76:9e,BARAKAR,-92,09/23/2019 18:24:21
1317,10:62:eb:21:98:ab,ADDA,-92,09/23/2019 18:24:21
1318,08:25:25:4d:7e:db,Redmi Note 5 Pro,-94,09/23/2019 18:24:22
1319,0c:80:63:fc:4e:48,DAMODAR,-92,09/23/2019 18:24:22
1320,d8:0d:17:2e:76:9e,BARAKAR,-92,09/23/2019 18:24:22
1321,10:62:eb:21:98:ab,ADDA,-94,09/23/2019 18:24:22
1322,d8:0d:17:2e:7a:1f,KUNUR,-92,09/23/2019 18:24:22
1323,08:25:25:4d:7e:db,Redmi Note 5 Pro,-94,09/23/2019 18:24:24
1324,0c:80:63:fc:4e:48,DAMODAR,-92,09/23/2019 18:24:24
1325,d8:0d:17:2e:76:9e,BARAKAR,-91,09/23/2019 18:24:24
1326,10:62:eb:21:98:ab,ADDA,-94,09/23/2019 18:24:24
1327,d8:0d:17:2e:7a:1f,KUNUR,-92,09/23/2019 18:24:24
1328,08:25:25:4d:7e:db,Redmi Note 5 Pro,-94,09/23/2019 18:24:25
1329,0c:80:63:fc:4e:48,DAMODAR,-92,09/23/2019 18:24:25
1330,d8:0d:17:2e:76:9e,BARAKAR,-91,09/23/2019 18:24:25
1331,10:62:eb:21:98:ab,ADDA,-94,09/23/2019 18:24:25
1332,d8:0d:17:2e:7a:1f,KUNUR,-92,09/23/2019 18:24:25
1333,08:25:25:4d:7e:db,Redmi Note 5 Pro,-94,09/23/2019 18:24:26
1334,0c:80:63:fc:4e:48,DAMODAR,-92,09/23/2019 18:24:26
1335,d8:0d:17:2e:76:9e,BARAKAR,-91,09/23/2019 18:24:26
1336,10:62:eb:21:98:ab,ADDA,-94,09/23/2019 18:24:26
1337,d8:0d:17:2e:7a:1f,KUNUR,-92,09/23/2019 18:24:26
1338,08:25:25:4d:7e:db,Redmi Note 5 Pro,-94,09/23/2019 18:24:27
1339,d8:0d:17:2e:76:9e,BARAKAR,-91,09/23/2019 18:24:27
1340,10:62:eb:21:98:ab,ADDA,-94,09/23/2019 18:24:27
1341,d8:0d:17:2e:7a:1f,KUNUR,-92,09/23/2019 18:24:27
1342,08:25:25:4d:7e:db,Redmi Note 5 Pro,-94,09/23/2019 18:24:29
1343,d8:0d:17:2e:76:9e,BARAKAR,-91,09/23/2019 18:24:29
1344,10:62:eb:21:98:ab,ADDA,-94,09/23/2019 18:24:29
1345,d8:0d:17:2e:7a:1f,KUNUR,-92,09/23/2019 18:24:29
1346,08:25:25:4d:7e:db,Redmi Note 5 Pro,-94,09/23/2019 18:24:30
1347,d8:0d:17:2e:76:9e,BARAKAR,-91,09/23/2019 18:24:30
1348,10:62:eb:21:98:ab,ADDA,-94,09/23/2019 18:24:30
1349,d8:0d:17:2e:7a:1f,KUNUR,-92,09/23/2019 18:24:30
1350,08:25:25:4d:7e:db,Redmi Note 5 Pro,-94,09/23/2019 18:24:31
1351,d8:0d:17:2e:76:9e,BARAKAR,-91,09/23/2019 18:24:31
1352,10:62:eb:21:98:ab,ADDA,-94,09/23/2019 18:24:31
1353,d8:0d:17:2e:7a:1f,KUNUR,-92,09/23/2019 18:24:31
1354,28:3b:82:2a:0f:db,BSNL,-93,09/23/2019 18:25:09
1355,00:1e:a6:9f:a7:70,iBall-Baton,-94,09/23/2019 18:25:09
1356,28:3b:82:2a:0f:db,BSNL,-93,09/23/2019 18:25:20
1357,00:1e:a6:9f:a7:70,iBall-Baton,-94,09/23/2019 18:25:20
1358,00:1e:a6:8b:ee:80,RANADIP,-90,09/23/2019 18:25:20
1359,28:3b:82:2a:0f:db,BSNL,-93,09/23/2019 18:25:29
1360,00:1e:a6:9f:a7:70,iBall-Baton,-94,09/23/2019 18:25:29
1361,00:1e:a6:8b:ee:80,RANADIP,-90,09/23/2019 18:25:29
1362,a8:6b:7c:54:a4:d5,AVSS,-91,09/23/2019 18:25:29
1363,bc:8a:e8:07:09:2c,Parbon Intelli Link,-94,09/23/2019 18:25:29
1364,28:3b:82:2a:0f:db,BSNL,-93,09/23/2019 18:25:41
1365,00:1e:a6:9f:a7:70,iBall-Baton,-94,09/23/2019 18:25:41
1366,00:1e:a6:8b:ee:80,RANADIP,-90,09/23/2019 18:25:41
1367,a8:6b:7c:54:a4:d5,AVSS,-87,09/23/2019 18:25:41
1368,bc:8a:e8:07:09:2c,Parbon Intelli Link,-94,09/23/2019 18:25:41
1369,e4:6f:13:bf:86:c6,Luxor4,-90,09/23/2019 18:25:41
1370,f4:8c:eb:bd:c9:fe,CGMIPL,-92,09/23/2019 18:25:41
1371,52:29:f5:45:0c:a1,OPPO F9,-93,09/23/2019 18:25:41
1372,20:a6:0c:c2:8d:89,vf,-86,09/23/2019 18:25:41
1373,00:1e:a6:8b:ee:80,RANADIP,-90,09/23/2019 18:25:51
1374,a8:6b:7c:54:a4:d5,AVSS,-87,09/23/2019 18:25:51
1375,bc:8a:e8:07:09:2c,Parbon Intelli Link,-94,09/23/2019 18:25:51
1376,e4:6f:13:bf:86:c6,Luxor4,-90,09/23/2019 18:25:51
1377,f4:8c:eb:bd:c9:fe,CGMIPL,-92,09/23/2019 18:25:51
1378,52:29:f5:45:0c:a1,OPPO F9,-93,09/23/2019 18:25:51
1379,20:a6:0c:c2:8d:89,vf,-78,09/23/2019 18:25:51
1380,ac:c3:3a:12:03:47,Joy Chatterjee,-67,09/23/2019 18:25:51
1381,4a:83:b4:15:9d:2b,OPPO F11 Pro,-87,09/23/2019 18:25:51
1382,a8:6b:7c:54:a4:d5,AVSS,-87,09/23/2019 18:25:57
1383,bc:8a:e8:07:09:2c,Parbon Intelli Link,-94,09/23/2019 18:25:57
1384,e4:6f:13:bf:86:c6,Luxor4,-90,09/23/2019 18:25:57
1385,f4:8c:eb:bd:c9:fe,CGMIPL,-92,09/23/2019 18:25:57
1386,52:29:f5:45:0c:a1,OPPO F9,-92,09/23/2019 18:25:57
1387,20:a6:0c:c2:8d:89,vf,-78,09/23/2019 18:25:57
1388,ac:c3:3a:12:03:47,Joy Chatterjee,-67,09/23/2019 18:25:57
1389,4a:83:b4:15:9d:2b,OPPO F11 Pro,-87,09/23/2019 18:25:57
1390,64:a2:f9:d3:51:89,OnePlus 6T,-90,09/23/2019 18:25:57
1391,a8:6b:7c:54:a4:d5,AVSS,-87,09/23/2019 18:25:58
1392,bc:8a:e8:07:09:2c,Parbon Intelli Link,-94,09/23/2019 18:25:58
1393,e4:6f:13:bf:86:c6,Luxor4,-90,09/23/2019 18:25:58
1394,f4:8c:eb:bd:c9:fe,CGMIPL,-92,09/23/2019 18:25:58
1395,52:29:f5:45:0c:a1,OPPO F9,-92,09/23/2019 18:25:58
1396,20:a6:0c:c2:8d:89,vf,-78,09/23/2019 18:25:58
1397,ac:c3:3a:12:03:47,Joy Chatterjee,-67,09/23/2019 18:25:58
1398,4a:83:b4:15:9d:2b,OPPO F11 Pro,-87,09/23/2019 18:25:58
1399,64:a2:f9:d3:51:89,OnePlus 6T,-90,09/23/2019 18:25:58
1400,52:29:f5:45:0c:a1,OPPO F9,-92,09/23/2019 18:25:59
1401,64:a2:f9:d3:51:89,OnePlus 6T,-90,09/23/2019 18:25:59
1402,52:29:f5:45:0c:a1,OPPO F9,-92,09/23/2019 18:26:00
1403,64:a2:f9:d3:51:89,OnePlus 6T,-90,09/23/2019 18:26:00
1404,52:29:f5:45:0c:a1,OPPO F9,-92,09/23/2019 18:26:02
1405,64:a2:f9:d3:51:89,OnePlus 6T,-90,09/23/2019 18:26:02
1406,4a:83:b4:15:9d:2b,OPPO F11 Pro,-94,09/23/2019 18:26:02
1407,20:a6:0c:c2:8d:89,vf,-92,09/23/2019 18:26:02
1408,52:29:f5:45:0c:a1,OPPO F9,-92,09/23/2019 18:26:03
1409,64:a2:f9:d3:51:89,OnePlus 6T,-90,09/23/2019 18:26:03
1410,4a:83:b4:15:9d:2b,OPPO F11 Pro,-94,09/23/2019 18:26:03
1411,20:a6:0c:c2:8d:89,vf,-92,09/23/2019 18:26:03
1412,52:29:f5:45:0c:a1,OPPO F9,-92,09/23/2019 18:26:04
1413,64:a2:f9:d3:51:89,OnePlus 6T,-90,09/23/2019 18:26:04
1414,4a:83:b4:15:9d:2b,OPPO F11 Pro,-94,09/23/2019 18:26:04
1415,20:a6:0c:c2:8d:89,vf,-92,09/23/2019 18:26:04
1416,52:29:f5:45:0c:a1,OPPO F9,-92,09/23/2019 18:26:06
1417,64:a2:f9:d3:51:89,OnePlus 6T,-90,09/23/2019 18:26:06
1418,4a:83:b4:15:9d:2b,OPPO F11 Pro,-94,09/23/2019 18:26:06
1419,20:a6:0c:c2:8d:89,vf,-92,09/23/2019 18:26:06
1420,52:29:f5:45:0c:a1,OPPO F9,-92,09/23/2019 18:26:07
1421,64:a2:f9:d3:51:89,OnePlus 6T,-90,09/23/2019 18:26:07
1422,4a:83:b4:15:9d:2b,OPPO F11 Pro,-94,09/23/2019 18:26:07
1423,20:a6:0c:c2:8d:89,vf,-92,09/23/2019 18:26:07
1424,5c:99:60:04:af:11,Adi das,-92,09/23/2019 18:26:07
1425,4a:83:b4:15:9d:2b,OPPO F11 Pro,-94,09/23/2019 18:26:08
1426,20:a6:0c:c2:8d:89,vf,-92,09/23/2019 18:26:08
1427,5c:99:60:04:af:11,Adi das,-92,09/23/2019 18:26:08
1428,00:1e:a6:d4:35:8c,City International 400,-92,09/23/2019 18:26:08
1429,4a:83:b4:15:9d:2b,OPPO F11 Pro,-94,09/23/2019 18:26:10
1430,20:a6:0c:c2:8d:89,vf,-92,09/23/2019 18:26:10
1431,5c:99:60:04:af:11,Adi das,-92,09/23/2019 18:26:10
1432,00:1e:a6:d4:35:8c,City International 400,-92,09/23/2019 18:26:10
1433,4a:83:b4:15:9d:2b,OPPO F11 Pro,-94,09/23/2019 18:26:11
1434,20:a6:0c:c2:8d:89,vf,-92,09/23/2019 18:26:11
1435,5c:99:60:04:af:11,Adi das,-92,09/23/2019 18:26:11
1436,00:1e:a6:d4:35:8c,City International 400,-92,09/23/2019 18:26:11
1437,4a:83:b4:15:9d:2b,OPPO F11 Pro,-94,09/23/2019 18:26:12
1438,20:a6:0c:c2:8d:89,vf,-92,09/23/2019 18:26:12
1439,5c:99:60:04:af:11,Adi das,-92,09/23/2019 18:26:12
1440,00:1e:a6:d4:35:8c,City International 400,-92,09/23/2019 18:26:12
1441,5c:99:60:04:af:11,Adi das,-92,09/23/2019 18:26:13
1442,00:1e:a6:d4:35:8c,City International 400,-92,09/23/2019 18:26:13
1443,5c:99:60:04:af:11,Adi das,-92,09/23/2019 18:26:15
1444,00:1e:a6:d4:35:8c,City International 400,-92,09/23/2019 18:26:15
1445,5c:99:60:04:af:11,Adi das,-92,09/23/2019 18:26:16
1446,00:1e:a6:d4:35:8c,City International 400,-92,09/23/2019 18:26:16
1447,5c:99:60:04:af:11,Adi das,-92,09/23/2019 18:26:17
1448,00:1e:a6:d4:35:8c,City International 400,-92,09/23/2019 18:26:17
1449,00:1e:a6:29:b5:38,DCSAHA(Sky),-93,09/23/2019 18:26:17
1450,18:0f:76:c6:6d:6a,D-Link_DIR-615,-94,09/23/2019 18:26:17
1451,00:1e:a6:d4:35:8c,City International 400,-92,09/23/2019 18:26:18
1452,00:1e:a6:29:b5:38,DCSAHA(Sky),-92,09/23/2019 18:26:19
1453,18:0f:76:c6:6d:6a,D-Link_DIR-615,-94,09/23/2019 18:26:19
1454,00:1e:a6:d4:35:8c,City International 400,-92,09/23/2019 18:26:20
1455,00:1e:a6:29:b5:38,DCSAHA(Sky),-93,09/23/2019 18:26:20
1456,18:0f:76:c6:6d:6a,D-Link_DIR-615,-94,09/23/2019 18:26:20
1457,00:1e:a6:d4:35:8c,City International 400,-92,09/23/2019 18:26:21
1458,00:1e:a6:29:b5:38,DCSAHA(Sky),-93,09/23/2019 18:26:21
1459,18:0f:76:c6:6d:6a,D-Link_DIR-615,-94,09/23/2019 18:26:21
1460,00:1e:a6:d4:35:8c,City International 400,-92,09/23/2019 18:26:22
1461,00:1e:a6:29:b5:38,DCSAHA(Sky),-93,09/23/2019 18:26:22
1462,18:0f:76:c6:6d:6a,D-Link_DIR-615,-94,09/23/2019 18:26:22
1463,00:1e:a6:29:b5:38,DCSAHA(Sky),-93,09/23/2019 18:26:24
1464,18:0f:76:c6:6d:6a,D-Link_DIR-615,-94,09/23/2019 18:26:24
1465,00:1e:a6:29:b5:38,DCSAHA(Sky),-93,09/23/2019 18:26:25
1466,18:0f:76:c6:6d:6a,D-Link_DIR-615,-94,09/23/2019 18:26:25
1467,00:1e:a6:29:b5:38,DCSAHA(Sky),-93,09/23/2019 18:26:26
1468,18:0f:76:c6:6d:6a,D-Link_DIR-615,-94,09/23/2019 18:26:26
1469,00:1e:a6:29:b5:38,DCSAHA(Sky),-93,09/23/2019 18:26:28
1470,18:0f:76:c6:6d:6a,D-Link_DIR-615,-94,09/23/2019 18:26:28
1471,00:1e:a6:29:b5:38,DCSAHA(Sky),-93,09/23/2019 18:26:30
1472,18:0f:76:c6:6d:6a,D-Link_DIR-615,-93,09/23/2019 18:26:30
1473,00:1e:a6:29:b5:38,DCSAHA(Sky),-93,09/23/2019 18:26:31
1474,18:0f:76:c6:6d:6a,D-Link_DIR-615,-93,09/23/2019 18:26:31
1475,00:1e:a6:29:b5:38,DCSAHA(Sky),-93,09/23/2019 18:26:33
1476,18:0f:76:c6:6d:6a,D-Link_DIR-615,-90,09/23/2019 18:26:33
1477,84:16:f9:87:6a:a0,BANERJEE 400,-89,09/23/2019 18:26:33
1478,14:cc:20:96:c1:30,Black Molly,-89,09/23/2019 18:26:33
1479,00:1e:a6:51:e2:f0,P Khemka,-90,09/23/2019 18:26:33
1480,00:1e:a6:6a:f1:4a,B_MUKHERJEE,-92,09/23/2019 18:26:33
1481,00:1e:a6:29:b5:38,DCSAHA(Sky),-93,09/23/2019 18:26:34
1482,18:0f:76:c6:6d:6a,D-Link_DIR-615,-90,09/23/2019 18:26:34
1483,84:16:f9:87:6a:a0,BANERJEE 400,-92,09/23/2019 18:26:34
1484,14:cc:20:96:c1:30,Black Molly,-89,09/23/2019 18:26:34
1485,00:1e:a6:51:e2:f0,P Khemka,-90,09/23/2019 18:26:34
1486,00:1e:a6:6a:f1:4a,B_MUKHERJEE,-92,09/23/2019 18:26:34
1487,84:16:f9:87:5a:8a,BANERJEE 200,-89,09/23/2019 18:26:34
1488,00:1e:a6:29:b5:38,DCSAHA(Sky),-93,09/23/2019 18:26:36
1489,18:0f:76:c6:6d:6a,D-Link_DIR-615,-90,09/23/2019 18:26:36
1490,84:16:f9:87:6a:a0,BANERJEE 400,-92,09/23/2019 18:26:36
1491,14:cc:20:96:c1:30,Black Molly,-89,09/23/2019 18:26:36
1492,00:1e:a6:51:e2:f0,P Khemka,-90,09/23/2019 18:26:36
1493,00:1e:a6:6a:f1:4a,B_MUKHERJEE,-92,09/23/2019 18:26:36
1494,84:16:f9:87:5a:8a,BANERJEE 200,-89,09/23/2019 18:26:36
1495,00:1e:a6:29:b5:38,DCSAHA(Sky),-93,09/23/2019 18:26:37
1496,18:0f:76:c6:6d:6a,D-Link_DIR-615,-90,09/23/2019 18:26:37
1497,84:16:f9:87:6a:a0,BANERJEE 400,-92,09/23/2019 18:26:37
1498,14:cc:20:96:c1:30,Black Molly,-89,09/23/2019 18:26:37
1499,00:1e:a6:51:e2:f0,P Khemka,-90,09/23/2019 18:26:37
1500,00:1e:a6:6a:f1:4a,B_MUKHERJEE,-92,09/23/2019 18:26:37
1501,84:16:f9:87:5a:8a,BANERJEE 200,-89,09/23/2019 18:26:37
1502,00:1e:a6:29:b5:38,DCSAHA(Sky),-93,09/23/2019 18:26:38
1503,18:0f:76:c6:6d:6a,D-Link_DIR-615,-90,09/23/2019 18:26:38
1504,84:16:f9:87:6a:a0,BANERJEE 400,-92,09/23/2019 18:26:38
1505,14:cc:20:96:c1:30,Black Molly,-89,09/23/2019 18:26:38
1506,00:1e:a6:51:e2:f0,P Khemka,-90,09/23/2019 18:26:38
1507,00:1e:a6:6a:f1:4a,B_MUKHERJEE,-92,09/23/2019 18:26:38
1508,84:16:f9:87:5a:8a,BANERJEE 200,-89,09/23/2019 18:26:38
1509,18:0f:76:c6:6d:6a,D-Link_DIR-615,-90,09/23/2019 18:26:39
1510,84:16:f9:87:6a:a0,BANERJEE 400,-92,09/23/2019 18:26:39
1511,14:cc:20:96:c1:30,Black Molly,-89,09/23/2019 18:26:39
1512,00:1e:a6:51:e2:f0,P Khemka,-90,09/23/2019 18:26:39
1513,00:1e:a6:6a:f1:4a,B_MUKHERJEE,-92,09/23/2019 18:26:39
1514,84:16:f9:87:5a:8a,BANERJEE 200,-89,09/23/2019 18:26:39
1515,18:0f:76:c6:6d:6a,D-Link_DIR-615,-90,09/23/2019 18:26:41
1516,84:16:f9:87:6a:a0,BANERJEE 400,-92,09/23/2019 18:26:41
1517,14:cc:20:96:c1:30,Black Molly,-89,09/23/2019 18:26:41
1518,00:1e:a6:51:e2:f0,P Khemka,-90,09/23/2019 18:26:41
1519,00:1e:a6:6a:f1:4a,B_MUKHERJEE,-92,09/23/2019 18:26:41
1520,84:16:f9:87:5a:8a,BANERJEE 200,-89,09/23/2019 18:26:41
1521,0e:e0:dc:37:7a:9b,Idea,-94,09/23/2019 18:26:41
1522,18:0f:76:c6:6d:6a,D-Link_DIR-615,-90,09/23/2019 18:26:42
1523,84:16:f9:87:6a:a0,BANERJEE 400,-92,09/23/2019 18:26:42
1524,14:cc:20:96:c1:30,Black Molly,-89,09/23/2019 18:26:42
1525,00:1e:a6:51:e2:f0,P Khemka,-90,09/23/2019 18:26:42
1526,00:1e:a6:6a:f1:4a,B_MUKHERJEE,-92,09/23/2019 18:26:42
1527,84:16:f9:87:5a:8a,BANERJEE 200,-89,09/23/2019 18:26:42
1528,0e:e0:dc:37:7a:9b,Idea,-94,09/23/2019 18:26:42
1529,18:0f:76:c6:6d:6a,D-Link_DIR-615,-90,09/23/2019 18:26:43
1530,84:16:f9:87:6a:a0,BANERJEE 400,-92,09/23/2019 18:26:43
1531,14:cc:20:96:c1:30,Black Molly,-89,09/23/2019 18:26:43
1532,00:1e:a6:51:e2:f0,P Khemka,-90,09/23/2019 18:26:43
1533,00:1e:a6:6a:f1:4a,B_MUKHERJEE,-92,09/23/2019 18:26:43
1534,84:16:f9:87:5a:8a,BANERJEE 200,-89,09/23/2019 18:26:43
1535,0e:e0:dc:37:7a:9b,Idea,-94,09/23/2019 18:26:43
1536,00:1e:a6:ca:bb:a7,iBall-Baton,-91,09/23/2019 18:26:43
1537,40:c8:cb:11:ac:52,JioFi4_11AC52,-88,09/23/2019 18:26:43
1538,0e:e0:dc:37:7a:9b,Idea,-94,09/23/2019 18:26:44
1539,00:1e:a6:ca:bb:a7,iBall-Baton,-91,09/23/2019 18:26:44
1540,40:c8:cb:11:ac:52,JioFi4_11AC52,-80,09/23/2019 18:26:44
1541,0e:e0:dc:37:7a:9b,Idea,-94,09/23/2019 18:26:46
1542,00:1e:a6:ca:bb:a7,iBall-Baton,-91,09/23/2019 18:26:46
1543,40:c8:cb:11:ac:52,JioFi4_11AC52,-80,09/23/2019 18:26:46
1544,00:1e:a6:84:82:98,iBall-Baton,-93,09/23/2019 18:26:46
1545,d6:6a:6a:2d:5a:27,DIRECT-27-HP M227f LaserJet,-91,09/23/2019 18:26:46
1546,0e:e0:dc:37:7a:9b,Idea,-94,09/23/2019 18:26:47
1547,00:1e:a6:ca:bb:a7,iBall-Baton,-91,09/23/2019 18:26:47
1548,40:c8:cb:11:ac:52,JioFi4_11AC52,-80,09/23/2019 18:26:47
1549,00:1e:a6:84:82:98,iBall-Baton,-93,09/23/2019 18:26:47
1550,d6:6a:6a:2d:5a:27,DIRECT-27-HP M227f LaserJet,-91,09/23/2019 18:26:47
1551,0e:e0:dc:37:7a:9b,Idea,-94,09/23/2019 18:26:48
1552,00:1e:a6:ca:bb:a7,iBall-Baton,-91,09/23/2019 18:26:48
1553,40:c8:cb:11:ac:52,JioFi4_11AC52,-64,09/23/2019 18:26:48
1554,00:1e:a6:84:82:98,iBall-Baton,-93,09/23/2019 18:26:48
1555,d6:6a:6a:2d:5a:27,DIRECT-27-HP M227f LaserJet,-91,09/23/2019 18:26:48
1556,00:1e:a6:ca:bb:a7,iBall-Baton,-91,09/23/2019 18:26:50
1557,40:c8:cb:11:ac:52,JioFi4_11AC52,-60,09/23/2019 18:26:50
1558,00:1e:a6:84:82:98,iBall-Baton,-93,09/23/2019 18:26:50
1559,d6:6a:6a:2d:5a:27,DIRECT-27-HP M227f LaserJet,-91,09/23/2019 18:26:50
1560,00:17:7c:6a:60:a8,YOUTH COMPUTER,-95,09/23/2019 18:26:50
1561,00:1e:a6:ca:bb:a7,iBall-Baton,-91,09/23/2019 18:26:51
1562,40:c8:cb:11:ac:52,JioFi4_11AC52,-76,09/23/2019 18:26:51
1563,00:1e:a6:84:82:98,iBall-Baton,-93,09/23/2019 18:26:51
1564,d6:6a:6a:2d:5a:27,DIRECT-27-HP M227f LaserJet,-91,09/23/2019 18:26:51
1565,00:17:7c:6a:60:a8,YOUTH COMPUTER,-95,09/23/2019 18:26:51
1566,00:1e:a6:ca:bb:a7,iBall-Baton,-91,09/23/2019 18:26:52
1567,40:c8:cb:11:ac:52,JioFi4_11AC52,-76,09/23/2019 18:26:52
1568,00:1e:a6:84:82:98,iBall-Baton,-93,09/23/2019 18:26:52
1569,d6:6a:6a:2d:5a:27,DIRECT-27-HP M227f LaserJet,-91,09/23/2019 18:26:52
1570,00:17:7c:6a:60:a8,YOUTH COMPUTER,-95,09/23/2019 18:26:52
1571,00:1e:a6:ca:bb:a7,iBall-Baton,-91,09/23/2019 18:26:53
1572,40:c8:cb:11:ac:52,JioFi4_11AC52,-88,09/23/2019 18:26:53
1573,00:1e:a6:84:82:98,iBall-Baton,-93,09/23/2019 18:26:53
1574,d6:6a:6a:2d:5a:27,DIRECT-27-HP M227f LaserJet,-91,09/23/2019 18:26:53
1575,00:17:7c:6a:60:a8,YOUTH COMPUTER,-95,09/23/2019 18:26:53
1576,a4:9b:4f:39:2e:f1,Airtel-Hotspot-2EF1,-88,09/23/2019 18:26:53
1577,06:56:04:96:a0:cd,GIONEE S6 Pro,-89,09/23/2019 18:26:53
1578,f0:d7:aa:04:06:ee,Moto G (5) Plus 7454,-93,09/23/2019 18:26:53
1579,40:c8:cb:11:ac:52,JioFi4_11AC52,-88,09/23/2019 18:27:05
1580,00:17:7c:6a:60:a8,YOUTH COMPUTER,-95,09/23/2019 18:27:05
1581,a4:9b:4f:39:2e:f1,Airtel-Hotspot-2EF1,-72,09/23/2019 18:27:05
1582,06:56:04:96:a0:cd,GIONEE S6 Pro,-90,09/23/2019 18:27:05
1583,f0:d7:aa:04:06:ee,Moto G (5) Plus 7454,-93,09/23/2019 18:27:05
1584,c0:9f:05:7f:fa:4e,ADYYQTM3Zg,-90,09/23/2019 18:27:05
1585,40:c8:cb:11:ac:52,JioFi4_11AC52,-88,09/23/2019 18:27:16
1586,a4:9b:4f:39:2e:f1,Airtel-Hotspot-2EF1,-82,09/23/2019 18:27:16
1587,06:56:04:96:a0:cd,GIONEE S6 Pro,-90,09/23/2019 18:27:16
1588,f0:d7:aa:04:06:ee,Moto G (5) Plus 7454,-91,09/23/2019 18:27:16
1589,c0:9f:05:7f:fa:4e,ADYYQTM3Zg,-92,09/23/2019 18:27:16
1590,a4:9b:4f:39:2e:f1,Airtel-Hotspot-2EF1,-82,09/23/2019 18:27:17
1591,f0:d7:aa:04:06:ee,Moto G (5) Plus 7454,-91,09/23/2019 18:27:17
1592,c0:9f:05:7f:fa:4e,ADYYQTM3Zg,-88,09/23/2019 18:27:17
1593,a4:9b:4f:39:2e:f1,Airtel-Hotspot-2EF1,-82,09/23/2019 18:27:18
1594,f0:d7:aa:04:06:ee,Moto G (5) Plus 7454,-91,09/23/2019 18:27:18
1595,c0:9f:05:7f:fa:4e,ADYYQTM3Zg,-88,09/23/2019 18:27:18
1596,40:c8:cb:11:ac:52,JioFi4_11AC52,-93,09/23/2019 18:27:18
1597,a4:9b:4f:39:2e:f1,Airtel-Hotspot-2EF1,-82,09/23/2019 18:27:19
1598,f0:d7:aa:04:06:ee,Moto G (5) Plus 7454,-91,09/23/2019 18:27:19
1599,c0:9f:05:7f:fa:4e,ADYYQTM3Zg,-88,09/23/2019 18:27:19
1600,40:c8:cb:11:ac:52,JioFi4_11AC52,-93,09/23/2019 18:27:19
1601,a4:9b:4f:39:2e:f1,Airtel-Hotspot-2EF1,-81,09/23/2019 18:27:21
1602,f0:d7:aa:04:06:ee,Moto G (5) Plus 7454,-91,09/23/2019 18:27:21
1603,c0:9f:05:7f:fa:4e,ADYYQTM3Zg,-91,09/23/2019 18:27:21
1604,40:c8:cb:11:ac:52,JioFi4_11AC52,-93,09/23/2019 18:27:21
1605,a4:9b:4f:39:2e:f1,Airtel-Hotspot-2EF1,-81,09/23/2019 18:27:22
1606,f0:d7:aa:04:06:ee,Moto G (5) Plus 7454,-91,09/23/2019 18:27:22
1607,c0:9f:05:7f:fa:4e,ADYYQTM3Zg,-87,09/23/2019 18:27:22
1608,40:c8:cb:11:ac:52,JioFi4_11AC52,-93,09/23/2019 18:27:22
1609,a4:9b:4f:39:2e:f1,Airtel-Hotspot-2EF1,-81,09/23/2019 18:27:23
1610,f0:d7:aa:04:06:ee,Moto G (5) Plus 7454,-91,09/23/2019 18:27:23
1611,c0:9f:05:7f:fa:4e,ADYYQTM3Zg,-86,09/23/2019 18:27:23
1612,40:c8:cb:11:ac:52,JioFi4_11AC52,-93,09/23/2019 18:27:23
1613,a4:9b:4f:39:2e:f1,Airtel-Hotspot-2EF1,-81,09/23/2019 18:27:25
1614,f0:d7:aa:04:06:ee,Moto G (5) Plus 7454,-91,09/23/2019 18:27:25
1615,c0:9f:05:7f:fa:4e,ADYYQTM3Zg,-86,09/23/2019 18:27:25
1616,40:c8:cb:11:ac:52,JioFi4_11AC52,-93,09/23/2019 18:27:25
